cod_uf,uf,uf_nome,regiao,cluster,segmento,aptidao_solar,cop_medio_anual,oportunidade_conversao,rendimento_medio_pc,trend_aquecedor_solar,trend_bomba_de_calor,temp_media_anual,radiacao_media,amplitude_media,temp_minima_inverno,temp_minima_absoluta,cop_inverno,populacao,media_moradores,pct_casa,pct_apartamento,pct_rede_geral,trend_aquecimento_de_piscina,trend_aquecimento_solar,trend_chuveiro_eletrico,ano,mes,temp_media_mensal,temp_minima_mensal,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia,consumo_comercial_mwh,consumo_industrial_mwh,consumo_residencial_mwh,n_domicilios,consumo_resid_por_domicilio
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2023,8,27.0573444323641,21.88871,4.004383,12.135485,31,Norte,3.6366,2.0022,65203.974,46488.883,147062.643,555099.0,0.2649304772662174
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2023,9,27.693940663543525,23.090832,4.4241233,11.528334,30,Norte,3.673,2.2121,68834.354,45856.245,157193.913,555099.0,0.2831817621721531
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2023,10,27.87984205762252,23.558064,4.422108,10.69758,31,Norte,3.6838,2.2111,67339.941,45406.788,154079.634,555099.0,0.2775714494171309
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2023,11,27.445785119136023,23.595,4.637365,9.59,30,Norte,3.6588,2.3187,69316.741,45103.687,164026.525,555099.0,0.295490579157952
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2023,12,26.96447356505524,23.504839,5.162002,8.808064,31,Norte,3.6313,2.581,68372.852,45496.87,157693.206,555099.0,0.2840812287537899
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,1,26.20621636093304,23.371775,4.7143064,7.7080646,31,Norte,3.5884,2.3572,63174.32,44233.243,151433.523,555099.0,0.2728045321645327
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,2,26.17579019480738,23.156034,4.530786,7.85,29,Norte,3.5867,2.2654,61715.277,43306.157,140314.919,555099.0,0.2527745843534216
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,3,26.72987234464256,23.698387,4.728638,7.999193,31,Norte,3.618,2.3643,64374.883,46197.542,145861.136,555099.0,0.2627659858872021
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,4,26.6763889948527,23.575834,4.31245,8.013333,30,Norte,3.6149,2.1562,67185.591,46205.574,151622.853,555099.0,0.2731456064593883
11,RO,Rondônia,Norte,0,Fronteira morna,2.265996610169492,3.584079661016949,45.9,1750,18.0,4.0,26.117909886676216,4.531985325423729,9.613307544067796,20.0121652,7.4,3.5698933333333334,1572676.0,2.83,0.9057429395477204,0.0688525830527527,0.4615194767059569,3.0,12.0,63.0,2024,5,25.4712030144148,21.310484,4.3409166,9.512903,31,Norte,3.5473,2.1705,68146.155,46671.695,160713.174,555099.0,0.2895216420854658
