uf,ano,mes,segmento,consumo_mwh
AM,2021,1,comercial,89778.0
RR,2021,1,comercial,17851.441
PA,2021,1,comercial,156142.653
AP,2021,1,comercial,21535.305
TO,2021,1,comercial,32240.314
MA,2021,1,comercial,102142.15
PI,2021,1,comercial,66117.666
CE,2021,1,comercial,169801.0
RN,2021,1,comercial,97588.0
PB,2021,1,comercial,78424.977
PE,2021,1,comercial,250396.0
AL,2021,1,comercial,69483.852
SE,2021,1,comercial,54482.382
BA,2021,1,comercial,331778.903
MG,2021,1,comercial,616816.14
ES,2021,1,comercial,162148.998
RJ,2021,1,comercial,822266.176
SP,2021,1,comercial,2517316.41
PR,2021,1,comercial,529910.388
SC,2021,1,comercial,379705.984
RS,2021,1,comercial,439008.244
MS,2021,1,comercial,102698.751
MT,2021,1,comercial,134704.525
GO,2021,1,comercial,180704.64
DF,2021,1,comercial,158081.0
RO,2021,2,comercial,49089.043
AC,2021,2,comercial,18738.81
AM,2021,2,comercial,79477.0
RR,2021,2,comercial,17851.441
PA,2021,2,comercial,147262.248
AP,2021,2,comercial,23518.084
TO,2021,2,comercial,32422.815
MA,2021,2,comercial,97227.883
PI,2021,2,comercial,60094.527
CE,2021,2,comercial,189154.0
RN,2021,2,comercial,92944.0
PB,2021,2,comercial,78298.434
PE,2021,2,comercial,239493.0
AL,2021,2,comercial,67326.557
SE,2021,2,comercial,48330.635
BA,2021,2,comercial,319638.046
MG,2021,2,comercial,577391.079
ES,2021,2,comercial,151224.268
RJ,2021,2,comercial,825226.581
SP,2021,2,comercial,2449851.262
PR,2021,2,comercial,523878.799
SC,2021,2,comercial,409915.21
RS,2021,2,comercial,446844.043
MS,2021,2,comercial,97574.518
MT,2021,2,comercial,148667.35
GO,2021,2,comercial,196658.122
DF,2021,2,comercial,156618.0
RO,2021,3,comercial,46179.517
AC,2021,3,comercial,17651.258
AM,2021,3,comercial,94871.0
RR,2021,3,comercial,17329.449
PA,2021,3,comercial,152446.786
AP,2021,3,comercial,21687.139
TO,2021,3,comercial,30891.831
MA,2021,3,comercial,98609.147
PI,2021,3,comercial,60424.553
CE,2021,3,comercial,184112.0
RN,2021,3,comercial,90412.0
PB,2021,3,comercial,76071.125
PE,2021,3,comercial,243472.0
AL,2021,3,comercial,70256.702
SE,2021,3,comercial,53270.315
BA,2021,3,comercial,312356.975
MG,2021,3,comercial,594216.788
ES,2021,3,comercial,158769.235
RJ,2021,3,comercial,858710.598
SP,2021,3,comercial,2842043.597
PR,2021,3,comercial,548497.748
SC,2021,3,comercial,434545.136
RS,2021,3,comercial,419111.869
MS,2021,3,comercial,106714.198
MT,2021,3,comercial,162880.261
GO,2021,3,comercial,191047.107
DF,2021,3,comercial,153236.0
RO,2021,4,comercial,53960.096
AC,2021,4,comercial,18971.06
AM,2021,4,comercial,102995.0
RR,2021,4,comercial,19075.652
PA,2021,4,comercial,154589.806
AP,2021,4,comercial,23014.263
TO,2021,4,comercial,35044.111
MA,2021,4,comercial,99699.496
PI,2021,4,comercial,60101.58
CE,2021,4,comercial,165083.0
RN,2021,4,comercial,89258.0
PB,2021,4,comercial,76764.576
PE,2021,4,comercial,234164.0
AL,2021,4,comercial,63681.826
SE,2021,4,comercial,50581.542
BA,2021,4,comercial,312146.935
MG,2021,4,comercial,570776.165
ES,2021,4,comercial,138094.543
RJ,2021,4,comercial,780715.968
SP,2021,4,comercial,2304667.04
PR,2021,4,comercial,530641.09
SC,2021,4,comercial,413392.099
RS,2021,4,comercial,409144.267
MS,2021,4,comercial,107610.101
MT,2021,4,comercial,132348.727
GO,2021,4,comercial,196448.096
DF,2021,4,comercial,152407.0
RO,2021,5,comercial,55039.737
AC,2021,5,comercial,18988.616
AM,2021,5,comercial,109563.0
RR,2021,5,comercial,18281.335
PA,2021,5,comercial,168673.149
AP,2021,5,comercial,21621.438
TO,2021,5,comercial,35436.976
MA,2021,5,comercial,103012.042
PI,2021,5,comercial,65807.54
CE,2021,5,comercial,169764.0
RN,2021,5,comercial,85278.0
PB,2021,5,comercial,77258.417
PE,2021,5,comercial,231750.0
AL,2021,5,comercial,65000.117
SE,2021,5,comercial,48124.317
BA,2021,5,comercial,293569.22
MG,2021,5,comercial,530746.808
ES,2021,5,comercial,134949.553
RJ,2021,5,comercial,725565.272
SP,2021,5,comercial,2085995.355
PR,2021,5,comercial,475017.258
SC,2021,5,comercial,358691.973
RS,2021,5,comercial,394825.528
MS,2021,5,comercial,90392.644
MT,2021,5,comercial,139687.284
GO,2021,5,comercial,186442.18
DF,2021,5,comercial,154059.0
RO,2021,6,comercial,55540.787
AC,2021,6,comercial,22395.801
AM,2021,6,comercial,112873.725
RR,2021,6,comercial,18443.166
PA,2021,6,comercial,174342.598
AP,2021,6,comercial,22803.781
TO,2021,6,comercial,36172.786
MA,2021,6,comercial,102565.568
PI,2021,6,comercial,68380.999
CE,2021,6,comercial,181769.0
RN,2021,6,comercial,89623.0
PB,2021,6,comercial,73489.392
PE,2021,6,comercial,228761.0
AL,2021,6,comercial,60408.6
SE,2021,6,comercial,46427.186
BA,2021,6,comercial,297831.078
MG,2021,6,comercial,542067.743
ES,2021,6,comercial,132116.536
RJ,2021,6,comercial,699070.21
SP,2021,6,comercial,2096848.09
PR,2021,6,comercial,453751.452
SC,2021,6,comercial,336144.774
RS,2021,6,comercial,354024.284
MS,2021,6,comercial,82571.444
MT,2021,6,comercial,144452.658
GO,2021,6,comercial,192562.084
DF,2021,6,comercial,159452.0
RO,2021,7,comercial,53407.374
AC,2021,7,comercial,18720.851
AM,2021,7,comercial,118202.881
RR,2021,7,comercial,19082.464
PA,2021,7,comercial,175964.047
AP,2021,7,comercial,22347.93
TO,2021,7,comercial,35796.5
MA,2021,7,comercial,107193.089
PI,2021,7,comercial,69213.595
CE,2021,7,comercial,182562.0
RN,2021,7,comercial,87889.0
PB,2021,7,comercial,74390.023
PE,2021,7,comercial,222667.0
AL,2021,7,comercial,62184.571
SE,2021,7,comercial,46692.564
BA,2021,7,comercial,286259.133
MG,2021,7,comercial,519192.022
ES,2021,7,comercial,127647.134
RJ,2021,7,comercial,660551.7
SP,2021,7,comercial,2030064.372
PR,2021,7,comercial,449037.246
SC,2021,7,comercial,340850.625
RS,2021,7,comercial,361621.33
MS,2021,7,comercial,77957.491
MT,2021,7,comercial,135762.478
GO,2021,7,comercial,185189.285
DF,2021,7,comercial,145105.0
RO,2021,8,comercial,57864.65
AC,2021,8,comercial,21508.381
AM,2021,8,comercial,155641.205
RR,2021,8,comercial,19798.854
PA,2021,8,comercial,181711.901
AP,2021,8,comercial,24677.444
TO,2021,8,comercial,36924.77
MA,2021,8,comercial,111484.06
PI,2021,8,comercial,72489.067
CE,2021,8,comercial,192306.0
RN,2021,8,comercial,87568.0
PB,2021,8,comercial,74541.585
PE,2021,8,comercial,226384.0
AL,2021,8,comercial,62502.039
SE,2021,8,comercial,46849.283
BA,2021,8,comercial,291249.837
MG,2021,8,comercial,559143.927
ES,2021,8,comercial,129758.672
RJ,2021,8,comercial,681603.882
SP,2021,8,comercial,2036756.846
PR,2021,8,comercial,488979.45
SC,2021,8,comercial,345787.755
RS,2021,8,comercial,371392.696
MS,2021,8,comercial,89229.276
MT,2021,8,comercial,141851.866
GO,2021,8,comercial,182953.237
DF,2021,8,comercial,155737.0
RO,2021,9,comercial,61223.516
AC,2021,9,comercial,23706.956
AM,2021,9,comercial,125348.783
RR,2021,9,comercial,21838.886
PA,2021,9,comercial,177392.204
AP,2021,9,comercial,25153.234
TO,2021,9,comercial,38744.864
MA,2021,9,comercial,113532.741
PI,2021,9,comercial,74529.365
CE,2021,9,comercial,195401.0
RN,2021,9,comercial,89569.0
PB,2021,9,comercial,75974.657
PE,2021,9,comercial,230144.0
AL,2021,9,comercial,67079.178
SE,2021,9,comercial,48857.673
BA,2021,9,comercial,300981.218
MG,2021,9,comercial,614811.755
ES,2021,9,comercial,142230.389
RJ,2021,9,comercial,731396.107
SP,2021,9,comercial,2255854.136
PR,2021,9,comercial,513504.027
SC,2021,9,comercial,351131.31
RS,2021,9,comercial,341160.738
MS,2021,9,comercial,107484.308
MT,2021,9,comercial,153479.891
GO,2021,9,comercial,224473.017
DF,2021,9,comercial,175270.0
RO,2021,10,comercial,61320.843
AC,2021,10,comercial,24266.199
AM,2021,10,comercial,126743.874
RR,2021,10,comercial,21977.678
PA,2021,10,comercial,180006.326
AP,2021,10,comercial,24880.673
TO,2021,10,comercial,38542.583
MA,2021,10,comercial,114676.979
PI,2021,10,comercial,75376.507
CE,2021,10,comercial,193283.0
RN,2021,10,comercial,93434.0
PB,2021,10,comercial,82311.025
PE,2021,10,comercial,249814.0
AL,2021,10,comercial,72262.02
SE,2021,10,comercial,52566.328
BA,2021,10,comercial,328025.203
MG,2021,10,comercial,642540.216
ES,2021,10,comercial,145423.559
RJ,2021,10,comercial,736909.638
SP,2021,10,comercial,2333937.323
PR,2021,10,comercial,515523.537
SC,2021,10,comercial,357981.86
RS,2021,10,comercial,363071.667
MS,2021,10,comercial,101137.632
MT,2021,10,comercial,156991.697
GO,2021,10,comercial,228171.41
DF,2021,10,comercial,174649.0
RO,2021,11,comercial,57849.157
AC,2021,11,comercial,22217.185
AM,2021,11,comercial,122168.725
RR,2021,11,comercial,22386.658
PA,2021,11,comercial,176107.915
AP,2021,11,comercial,25315.367
TO,2021,11,comercial,35943.926
MA,2021,11,comercial,112391.335
PI,2021,11,comercial,73469.63
CE,2021,11,comercial,201546.0
RN,2021,11,comercial,96501.0
PB,2021,11,comercial,82978.439
PE,2021,11,comercial,257271.0
AL,2021,11,comercial,76223.498
SE,2021,11,comercial,53534.564
BA,2021,11,comercial,333953.62
MG,2021,11,comercial,616969.258
ES,2021,11,comercial,142271.017
RJ,2021,11,comercial,737320.406
SP,2021,11,comercial,2302507.461
PR,2021,11,comercial,526399.894
SC,2021,11,comercial,377423.064
RS,2021,11,comercial,405770.589
MS,2021,11,comercial,98659.909
MT,2021,11,comercial,145903.038
GO,2021,11,comercial,215856.406
DF,2021,11,comercial,173966.0
RO,2021,12,comercial,58104.775
AC,2021,12,comercial,22387.533
AM,2021,12,comercial,118587.365
RR,2021,12,comercial,21722.138
PA,2021,12,comercial,181855.919
AP,2021,12,comercial,21930.935
TO,2021,12,comercial,36152.839
MA,2021,12,comercial,113999.278
PI,2021,12,comercial,74955.871
CE,2021,12,comercial,208773.0
RN,2021,12,comercial,101341.0
PB,2021,12,comercial,89334.621
PE,2021,12,comercial,268509.0
AL,2021,12,comercial,77850.896
SE,2021,12,comercial,55173.281
BA,2021,12,comercial,346049.573
MG,2021,12,comercial,621810.147
ES,2021,12,comercial,155892.619
RJ,2021,12,comercial,821703.356
SP,2021,12,comercial,2488039.887
PR,2021,12,comercial,574452.836
SC,2021,12,comercial,421590.268
RS,2021,12,comercial,440876.74
MS,2021,12,comercial,105294.443
MT,2021,12,comercial,149959.952
GO,2021,12,comercial,214285.317
DF,2021,12,comercial,179999.0
RO,2022,1,comercial,55437.985
AC,2022,1,comercial,21463.881
AM,2022,1,comercial,114486.0
RR,2022,1,comercial,20094.12
PA,2022,1,comercial,162646.999
AP,2022,1,comercial,20574.743
TO,2022,1,comercial,32970.885
MA,2022,1,comercial,101178.244
PI,2022,1,comercial,66745.765
CE,2022,1,comercial,203932.864
RN,2022,1,comercial,98052.0
PB,2022,1,comercial,83535.818
PE,2022,1,comercial,255507.0
AL,2022,1,comercial,73822.989
SE,2022,1,comercial,54724.017
BA,2022,1,comercial,336516.643
MG,2022,1,comercial,666039.48
ES,2022,1,comercial,161325.645
RJ,2022,1,comercial,826389.006
SP,2022,1,comercial,2477314.712
PR,2022,1,comercial,578328.176
SC,2022,1,comercial,455487.439
RS,2022,1,comercial,481317.704
MS,2022,1,comercial,111799.246
MT,2022,1,comercial,143461.228
GO,2022,1,comercial,206159.307
DF,2022,1,comercial,163345.0
RO,2022,2,comercial,51350.576
AC,2022,2,comercial,20338.348
AM,2022,2,comercial,106626.0
RR,2022,2,comercial,20126.445
PA,2022,2,comercial,160837.999
AP,2022,2,comercial,18512.951
TO,2022,2,comercial,32588.25
MA,2022,2,comercial,97720.206
PI,2022,2,comercial,64407.63
CE,2022,2,comercial,188180.856
RN,2022,2,comercial,90750.0
PB,2022,2,comercial,77934.547
PE,2022,2,comercial,248323.0
AL,2022,2,comercial,71483.194
SE,2022,2,comercial,53340.156
BA,2022,2,comercial,339917.416
MG,2022,2,comercial,647765.245
ES,2022,2,comercial,163677.408
RJ,2022,2,comercial,826388.306
SP,2022,2,comercial,2508519.189
PR,2022,2,comercial,588905.891
SC,2022,2,comercial,475491.752
RS,2022,2,comercial,489692.767
MS,2022,2,comercial,108477.404
MT,2022,2,comercial,147300.391
GO,2022,2,comercial,215961.31
DF,2022,2,comercial,157830.0
RO,2022,3,comercial,57026.948
AC,2022,3,comercial,21458.671
AM,2022,3,comercial,116136.0
RR,2022,3,comercial,21776.367
PA,2022,3,comercial,174724.565
AP,2022,3,comercial,21184.908
TO,2022,3,comercial,37431.725
MA,2022,3,comercial,93156.984
PI,2022,3,comercial,67713.706
CE,2022,3,comercial,182633.386
RN,2022,3,comercial,94782.0
PB,2022,3,comercial,86548.722
PE,2022,3,comercial,263697.0
AL,2022,3,comercial,76549.579
SE,2022,3,comercial,56140.108
BA,2022,3,comercial,358457.716
MG,2022,3,comercial,731935.426
ES,2022,3,comercial,186196.676
RJ,2022,3,comercial,907173.888
SP,2022,3,comercial,2596481.34
PR,2022,3,comercial,620817.837
SC,2022,3,comercial,490651.708
RS,2022,3,comercial,484735.525
MS,2022,3,comercial,122059.256
MT,2022,3,comercial,165366.207
GO,2022,3,comercial,220279.585
DF,2022,3,comercial,169714.0
RO,2022,4,comercial,56925.434
AC,2022,4,comercial,21893.346
AM,2022,4,comercial,113565.0
RR,2022,4,comercial,21430.025
PA,2022,4,comercial,172176.643
AP,2022,4,comercial,19926.352
TO,2022,4,comercial,38279.365
MA,2022,4,comercial,88930.518
PI,2022,4,comercial,66952.726
CE,2022,4,comercial,192151.089
RN,2022,4,comercial,94357.0
PB,2022,4,comercial,82581.549
PE,2022,4,comercial,258089.0
AL,2022,4,comercial,72700.824
SE,2022,4,comercial,54005.899
BA,2022,4,comercial,340974.707
MG,2022,4,comercial,731947.758
ES,2022,4,comercial,167467.298
RJ,2022,4,comercial,838001.27
SP,2022,4,comercial,2689431.409
PR,2022,4,comercial,559366.592
SC,2022,4,comercial,435476.195
RS,2022,4,comercial,430230.691
MS,2022,4,comercial,106210.889
MT,2022,4,comercial,157588.832
GO,2022,4,comercial,239263.76
DF,2022,4,comercial,168829.0
RO,2022,5,comercial,60023.184
AC,2022,5,comercial,22061.686
AM,2022,5,comercial,93340.0
RR,2022,5,comercial,20904.595
PA,2022,5,comercial,179501.332
AP,2022,5,comercial,21565.01
TO,2022,5,comercial,39406.048
MA,2022,5,comercial,95507.702
PI,2022,5,comercial,70954.436
CE,2022,5,comercial,184875.305
RN,2022,5,comercial,93466.0
PB,2022,5,comercial,83114.737
PE,2022,5,comercial,254549.0
AL,2022,5,comercial,73134.029
SE,2022,5,comercial,53427.396
BA,2022,5,comercial,333985.09
MG,2022,5,comercial,680839.825
ES,2022,5,comercial,154090.448
RJ,2022,5,comercial,766520.595
SP,2022,5,comercial,2399989.167
PR,2022,5,comercial,507104.922
SC,2022,5,comercial,388556.38
RS,2022,5,comercial,383941.804
MS,2022,5,comercial,92062.741
MT,2022,5,comercial,152497.918
GO,2022,5,comercial,234778.273
DF,2022,5,comercial,161466.0
RO,2022,6,comercial,55906.158
AC,2022,6,comercial,20725.982
AM,2022,6,comercial,110633.0
RR,2022,6,comercial,20277.155
PA,2022,6,comercial,182372.78
AP,2022,6,comercial,22355.008
TO,2022,6,comercial,39379.36
MA,2022,6,comercial,93184.045
PI,2022,6,comercial,69827.753
CE,2022,6,comercial,191863.31
RN,2022,6,comercial,85458.0
PB,2022,6,comercial,76145.334
PE,2022,6,comercial,240911.0
AL,2022,6,comercial,61824.47
SE,2022,6,comercial,48809.848
BA,2022,6,comercial,315685.677
MG,2022,6,comercial,637687.657
ES,2022,6,comercial,137108.512
RJ,2022,6,comercial,693223.946
SP,2022,6,comercial,2212538.863
PR,2022,6,comercial,489848.217
SC,2022,6,comercial,364369.159
RS,2022,6,comercial,382844.31
MS,2022,6,comercial,77987.063
MT,2022,6,comercial,146693.486
GO,2022,6,comercial,215659.911
DF,2022,6,comercial,159671.0
RO,2022,7,comercial,58845.461
AC,2022,7,comercial,22736.397
AM,2022,7,comercial,125392.0
RR,2022,7,comercial,20641.513
PA,2022,7,comercial,184978.995
AP,2022,7,comercial,22587.312
TO,2022,7,comercial,39051.296
MA,2022,7,comercial,93368.199
PI,2022,7,comercial,70544.903
CE,2022,7,comercial,181182.375
RN,2022,7,comercial,84498.0
PB,2022,7,comercial,74383.308
PE,2022,7,comercial,233446.0
AL,2022,7,comercial,65579.473
SE,2022,7,comercial,47091.313
BA,2022,7,comercial,302956.347
MG,2022,7,comercial,633249.001
ES,2022,7,comercial,131802.031
RJ,2022,7,comercial,697559.227
SP,2022,7,comercial,2216132.685
PR,2022,7,comercial,514591.147
SC,2022,7,comercial,364095.357
RS,2022,7,comercial,387416.378
MS,2022,7,comercial,90823.368
MT,2022,7,comercial,146942.14
GO,2022,7,comercial,210969.585
DF,2022,7,comercial,148005.0
RO,2022,8,comercial,62511.472
AC,2022,8,comercial,22869.067
AM,2022,8,comercial,135581.0
RR,2022,8,comercial,23444.138
PA,2022,8,comercial,193526.653
AP,2022,8,comercial,23410.575
TO,2022,8,comercial,40428.769
MA,2022,8,comercial,100982.379
PI,2022,8,comercial,71933.072
CE,2022,8,comercial,185456.216
RN,2022,8,comercial,83430.0
PB,2022,8,comercial,73277.719
PE,2022,8,comercial,237934.0
AL,2022,8,comercial,67272.863
SE,2022,8,comercial,47943.691
BA,2022,8,comercial,306619.784
MG,2022,8,comercial,634225.441
ES,2022,8,comercial,141382.31
RJ,2022,8,comercial,692778.578
SP,2022,8,comercial,2262361.63
PR,2022,8,comercial,530176.046
SC,2022,8,comercial,370185.872
RS,2022,8,comercial,382542.652
MS,2022,8,comercial,103458.246
MT,2022,8,comercial,145533.871
GO,2022,8,comercial,212731.575
DF,2022,8,comercial,158129.0
RO,2022,9,comercial,63312.709
AC,2022,9,comercial,22774.852
AM,2022,9,comercial,134471.0
RR,2022,9,comercial,23987.914
PA,2022,9,comercial,196496.819
AP,2022,9,comercial,25103.471
TO,2022,9,comercial,42666.103
MA,2022,9,comercial,100815.311
PI,2022,9,comercial,77695.211
CE,2022,9,comercial,190513.064
RN,2022,9,comercial,87194.0
PB,2022,9,comercial,75917.254
PE,2022,9,comercial,240030.0
AL,2022,9,comercial,69411.847
SE,2022,9,comercial,48527.027
BA,2022,9,comercial,309771.88
MG,2022,9,comercial,656998.025
ES,2022,9,comercial,136534.912
RJ,2022,9,comercial,703566.599
SP,2022,9,comercial,2320905.579
PR,2022,9,comercial,503724.472
SC,2022,9,comercial,360175.583
RS,2022,9,comercial,373496.791
MS,2022,9,comercial,102406.896
MT,2022,9,comercial,147508.896
GO,2022,9,comercial,218586.928
DF,2022,9,comercial,170405.0
RO,2022,10,comercial,63402.435
AC,2022,10,comercial,23730.929
AM,2022,10,comercial,132866.0
RR,2022,10,comercial,24426.183
PA,2022,10,comercial,196760.999
AP,2022,10,comercial,26245.697
TO,2022,10,comercial,43724.726
MA,2022,10,comercial,101912.029
PI,2022,10,comercial,78214.832
CE,2022,10,comercial,189588.198
RN,2022,10,comercial,88346.0
PB,2022,10,comercial,78170.75
PE,2022,10,comercial,245684.0
AL,2022,10,comercial,74817.33
SE,2022,10,comercial,51468.912
BA,2022,10,comercial,322452.182
MG,2022,10,comercial,701546.261
ES,2022,10,comercial,150187.483
RJ,2022,10,comercial,733609.261
SP,2022,10,comercial,2258145.934
PR,2022,10,comercial,510297.269
SC,2022,10,comercial,370528.318
RS,2022,10,comercial,367924.529
MS,2022,10,comercial,116710.144
MT,2022,10,comercial,148558.592
GO,2022,10,comercial,231036.097
DF,2022,10,comercial,178226.0
RO,2022,11,comercial,60624.891
AC,2022,11,comercial,22915.585
AM,2022,11,comercial,130245.0
RR,2022,11,comercial,22875.413
PA,2022,11,comercial,187032.693
AP,2022,11,comercial,23195.641
TO,2022,11,comercial,39280.154
MA,2022,11,comercial,99692.728
PI,2022,11,comercial,73635.029
CE,2022,11,comercial,195776.889
RN,2022,11,comercial,93141.0
PB,2022,11,comercial,83148.875
PE,2022,11,comercial,261536.0
AL,2022,11,comercial,75676.568
SE,2022,11,comercial,52449.277
BA,2022,11,comercial,340056.078
MG,2022,11,comercial,677052.076
ES,2022,11,comercial,152475.751
RJ,2022,11,comercial,765712.691
SP,2022,11,comercial,2413940.324
PR,2022,11,comercial,524016.976
SC,2022,11,comercial,393175.115
RS,2022,11,comercial,394981.213
MS,2022,11,comercial,116608.831
MT,2022,11,comercial,143854.678
GO,2022,11,comercial,228505.306
DF,2022,11,comercial,173719.0
RO,2022,12,comercial,63861.608
AC,2022,12,comercial,22561.992
AM,2022,12,comercial,125544.0
RR,2022,12,comercial,22697.904
PA,2022,12,comercial,186473.016
AP,2022,12,comercial,23792.809
TO,2022,12,comercial,37600.193
MA,2022,12,comercial,100792.52
PI,2022,12,comercial,74491.486
CE,2022,12,comercial,195557.822
RN,2022,12,comercial,94330.0
PB,2022,12,comercial,86367.401
PE,2022,12,comercial,258023.0
AL,2022,12,comercial,80189.968
SE,2022,12,comercial,54361.138
BA,2022,12,comercial,343051.931
MG,2022,12,comercial,713507.267
ES,2022,12,comercial,156328.171
RJ,2022,12,comercial,822775.886
SP,2022,12,comercial,2517699.881
PR,2022,12,comercial,560955.074
SC,2022,12,comercial,443194.858
RS,2022,12,comercial,478771.788
MS,2022,12,comercial,98616.203
MT,2022,12,comercial,146993.08
GO,2022,12,comercial,222807.361
DF,2022,12,comercial,171316.0
RO,2023,1,comercial,57347.344
AC,2023,1,comercial,21636.354
AM,2023,1,comercial,119195.0
RR,2023,1,comercial,22579.048
PA,2023,1,comercial,176754.648
AP,2023,1,comercial,21308.804
TO,2023,1,comercial,34737.856
MA,2023,1,comercial,93891.065
PI,2023,1,comercial,68590.229
CE,2023,1,comercial,200843.262
RN,2023,1,comercial,95605.0
PB,2023,1,comercial,85341.148
PE,2023,1,comercial,253438.0
AL,2023,1,comercial,80219.118
SE,2023,1,comercial,56078.306
BA,2023,1,comercial,343461.302
MG,2023,1,comercial,691838.177
ES,2023,1,comercial,164736.652
RJ,2023,1,comercial,822965.76
SP,2023,1,comercial,2548373.745
PR,2023,1,comercial,577695.221
SC,2023,1,comercial,463512.699
RS,2023,1,comercial,486490.361
MS,2023,1,comercial,101007.964
MT,2023,1,comercial,136435.877
GO,2023,1,comercial,208185.725
DF,2023,1,comercial,163882.0
RO,2023,2,comercial,54871.332
AC,2023,2,comercial,20648.65
AM,2023,2,comercial,110512.0
RR,2023,2,comercial,21194.315
PA,2023,2,comercial,168418.009
AP,2023,2,comercial,18450.956
TO,2023,2,comercial,35098.31
MA,2023,2,comercial,89813.71
PI,2023,2,comercial,64914.681
CE,2023,2,comercial,196893.134
RN,2023,2,comercial,92574.0
PB,2023,2,comercial,83935.429
PE,2023,2,comercial,247357.0
AL,2023,2,comercial,75200.842
SE,2023,2,comercial,52260.56
BA,2023,2,comercial,349267.311
MG,2023,2,comercial,688489.588
ES,2023,2,comercial,174008.799
RJ,2023,2,comercial,856058.661
SP,2023,2,comercial,2557048.555
PR,2023,2,comercial,592225.811
SC,2023,2,comercial,514240.023
RS,2023,2,comercial,517115.288
MS,2023,2,comercial,106670.376
MT,2023,2,comercial,145344.86
GO,2023,2,comercial,209090.055
DF,2023,2,comercial,165747.0
RO,2023,3,comercial,61712.977
AC,2023,3,comercial,22479.086
AM,2023,3,comercial,125556.0
RR,2023,3,comercial,24872.61
PA,2023,3,comercial,194432.988
AP,2023,3,comercial,22386.571
TO,2023,3,comercial,39935.369
MA,2023,3,comercial,97011.64
PI,2023,3,comercial,71124.313
CE,2023,3,comercial,179686.353
RN,2023,3,comercial,91615.0
PB,2023,3,comercial,84444.645
PE,2023,3,comercial,259556.0
AL,2023,3,comercial,82858.844
SE,2023,3,comercial,56311.483
BA,2023,3,comercial,355142.871
MG,2023,3,comercial,785091.248
ES,2023,3,comercial,190899.837
RJ,2023,3,comercial,915842.03
SP,2023,3,comercial,2632174.405
PR,2023,3,comercial,632260.27
SC,2023,3,comercial,526340.68
RS,2023,3,comercial,501374.927
MS,2023,3,comercial,113722.326
MT,2023,3,comercial,166660.339
GO,2023,3,comercial,224222.304
DF,2023,3,comercial,174415.0
RO,2023,4,comercial,59678.066
AC,2023,4,comercial,21441.008
AM,2023,4,comercial,123118.0
RR,2023,4,comercial,23107.813
PA,2023,4,comercial,184016.622
AP,2023,4,comercial,22833.202
TO,2023,4,comercial,37873.194
MA,2023,4,comercial,93987.152
PI,2023,4,comercial,69512.495
CE,2023,4,comercial,198289.839
RN,2023,4,comercial,90042.0
PB,2023,4,comercial,86006.813
PE,2023,4,comercial,254308.0
AL,2023,4,comercial,79060.244
SE,2023,4,comercial,55816.535
BA,2023,4,comercial,351334.128
MG,2023,4,comercial,732948.315
ES,2023,4,comercial,174060.418
RJ,2023,4,comercial,837216.164
SP,2023,4,comercial,2768646.893
PR,2023,4,comercial,614471.748
SC,2023,4,comercial,487267.049
RS,2023,4,comercial,499426.456
MS,2023,4,comercial,112596.175
MT,2023,4,comercial,157486.619
GO,2023,4,comercial,239577.649
DF,2023,4,comercial,172290.0
RO,2023,5,comercial,63534.191
AC,2023,5,comercial,22452.471
AM,2023,5,comercial,133650.0
RR,2023,5,comercial,23452.78
PA,2023,5,comercial,189879.634
AP,2023,5,comercial,23912.702
TO,2023,5,comercial,40180.873
MA,2023,5,comercial,104725.447
PI,2023,5,comercial,74618.028
CE,2023,5,comercial,193550.727
RN,2023,5,comercial,93061.0
PB,2023,5,comercial,88279.986
PE,2023,5,comercial,258451.0
AL,2023,5,comercial,79261.324
SE,2023,5,comercial,54132.663
BA,2023,5,comercial,337433.364
MG,2023,5,comercial,706403.077
ES,2023,5,comercial,160150.699
RJ,2023,5,comercial,774665.793
SP,2023,5,comercial,2429180.305
PR,2023,5,comercial,538761.929
SC,2023,5,comercial,428656.13
RS,2023,5,comercial,412822.622
MS,2023,5,comercial,88350.739
MT,2023,5,comercial,151250.93
GO,2023,5,comercial,222092.619
DF,2023,5,comercial,161071.0
RO,2023,6,comercial,63087.866
AC,2023,6,comercial,21566.619
AM,2023,6,comercial,132674.0
RR,2023,6,comercial,22501.494
PA,2023,6,comercial,197274.157
AP,2023,6,comercial,25023.412
TO,2023,6,comercial,41039.47
MA,2023,6,comercial,103675.198
PI,2023,6,comercial,73831.98
CE,2023,6,comercial,209261.636
RN,2023,6,comercial,88769.0
PB,2023,6,comercial,78310.743
PE,2023,6,comercial,246870.0
AL,2023,6,comercial,68681.147
SE,2023,6,comercial,50606.237
BA,2023,6,comercial,330583.285
MG,2023,6,comercial,666009.022
ES,2023,6,comercial,150047.155
RJ,2023,6,comercial,724678.842
SP,2023,6,comercial,2394250.469
PR,2023,6,comercial,518357.763
SC,2023,6,comercial,403189.508
RS,2023,6,comercial,402680.687
MS,2023,6,comercial,77640.743
MT,2023,6,comercial,140848.061
GO,2023,6,comercial,217486.974
DF,2023,6,comercial,163329.0
RO,2023,7,comercial,60076.703
AC,2023,7,comercial,22284.613
AM,2023,7,comercial,138483.0
RR,2023,7,comercial,22240.96
PA,2023,7,comercial,198386.519
AP,2023,7,comercial,25092.484
TO,2023,7,comercial,40260.445
MA,2023,7,comercial,105214.182
PI,2023,7,comercial,74615.878
CE,2023,7,comercial,187631.848
