uf,ano,mes,segmento,consumo_mwh
MT,2023,6,residencial,272646.834
GO,2023,6,residencial,493887.615
DF,2023,6,residencial,206284.0
RO,2023,7,residencial,129133.242
AC,2023,7,residencial,48603.743
AM,2023,7,residencial,219770.0
RR,2023,7,residencial,48949.879
PA,2023,7,residencial,425860.051
AP,2023,7,residencial,59345.271
TO,2023,7,residencial,105072.766
MA,2023,7,residencial,389024.375
PI,2023,7,residencial,179244.59
CE,2023,7,residencial,426562.602
RN,2023,7,residencial,188626.0
PB,2023,7,residencial,177163.482
PE,2023,7,residencial,415912.0
AL,2023,7,residencial,138287.537
SE,2023,7,residencial,108319.068
BA,2023,7,residencial,588363.406
MG,2023,7,residencial,1070427.333
ES,2023,7,residencial,220948.241
RJ,2023,7,residencial,885889.531
SP,2023,7,residencial,3567835.687
PR,2023,7,residencial,720755.249
SC,2023,7,residencial,554166.151
RS,2023,7,residencial,837209.7
MS,2023,7,residencial,148518.289
MT,2023,7,residencial,246093.635
GO,2023,7,residencial,483909.408
DF,2023,7,residencial,192751.0
RO,2023,8,residencial,147062.643
AC,2023,8,residencial,56168.241
AM,2023,8,residencial,238742.0
RR,2023,8,residencial,60958.721
PA,2023,8,residencial,454246.002
AP,2023,8,residencial,55677.004
TO,2023,8,residencial,110365.448
MA,2023,8,residencial,401736.768
PI,2023,8,residencial,191651.028
CE,2023,8,residencial,442861.776
RN,2023,8,residencial,193014.0
PB,2023,8,residencial,189420.644
PE,2023,8,residencial,425966.0
AL,2023,8,residencial,135331.897
SE,2023,8,residencial,111190.48
BA,2023,8,residencial,612484.229
MG,2023,8,residencial,1154442.168
ES,2023,8,residencial,230854.764
RJ,2023,8,residencial,930248.667
SP,2023,8,residencial,3602429.424
PR,2023,8,residencial,723761.164
SC,2023,8,residencial,524823.431
RS,2023,8,residencial,814228.659
MS,2023,8,residencial,171547.465
MT,2023,8,residencial,298627.001
GO,2023,8,residencial,506752.151
DF,2023,8,residencial,202575.0
RO,2023,9,residencial,157193.913
AC,2023,9,residencial,61361.971
AM,2023,9,residencial,253069.0
RR,2023,9,residencial,67650.01
PA,2023,9,residencial,464019.001
AP,2023,9,residencial,63531.863
TO,2023,9,residencial,119892.878
MA,2023,9,residencial,413072.366
PI,2023,9,residencial,220941.238
CE,2023,9,residencial,462250.411
RN,2023,9,residencial,194032.0
PB,2023,9,residencial,208936.212
PE,2023,9,residencial,463166.0
AL,2023,9,residencial,141983.057
SE,2023,9,residencial,115335.441
BA,2023,9,residencial,655230.708
MG,2023,9,residencial,1149536.088
ES,2023,9,residencial,240225.646
RJ,2023,9,residencial,1020656.642
SP,2023,9,residencial,3799615.559
PR,2023,9,residencial,743241.217
SC,2023,9,residencial,545512.785
RS,2023,9,residencial,803368.74
MS,2023,9,residencial,183059.982
MT,2023,9,residencial,343793.202
GO,2023,9,residencial,570181.382
DF,2023,9,residencial,221643.0
RO,2023,10,residencial,154079.634
AC,2023,10,residencial,60054.08
AM,2023,10,residencial,251239.0
RR,2023,10,residencial,68686.623
PA,2023,10,residencial,491806.002
AP,2023,10,residencial,64905.732
TO,2023,10,residencial,131556.827
MA,2023,10,residencial,434590.93
PI,2023,10,residencial,220261.335
CE,2023,10,residencial,452897.776
RN,2023,10,residencial,194613.0
PB,2023,10,residencial,212108.086
PE,2023,10,residencial,459354.0
AL,2023,10,residencial,145107.305
SE,2023,10,residencial,118864.571
BA,2023,10,residencial,661872.643
MG,2023,10,residencial,1327990.723
ES,2023,10,residencial,268611.334
RJ,2023,10,residencial,1075803.059
SP,2023,10,residencial,3965057.527
PR,2023,10,residencial,814175.064
SC,2023,10,residencial,613215.867
RS,2023,10,residencial,783241.161
MS,2023,10,residencial,234307.421
MT,2023,10,residencial,357648.021
GO,2023,10,residencial,655154.523
DF,2023,10,residencial,232436.0
RO,2023,11,residencial,164026.525
AC,2023,11,residencial,61890.115
AM,2023,11,residencial,252921.0
RR,2023,11,residencial,66378.48
PA,2023,11,residencial,485953.002
AP,2023,11,residencial,76930.197
TO,2023,11,residencial,127689.461
MA,2023,11,residencial,434017.565
PI,2023,11,residencial,221530.295
CE,2023,11,residencial,512957.247
RN,2023,11,residencial,208325.0
PB,2023,11,residencial,230214.434
PE,2023,11,residencial,507117.0
AL,2023,11,residencial,171191.062
SE,2023,11,residencial,130279.972
BA,2023,11,residencial,703404.767
MG,2023,11,residencial,1315951.895
ES,2023,11,residencial,284175.217
RJ,2023,11,residencial,1169744.54
SP,2023,11,residencial,4137253.044
PR,2023,11,residencial,812872.827
SC,2023,11,residencial,552278.604
RS,2023,11,residencial,811094.811
MS,2023,11,residencial,222176.693
MT,2023,11,residencial,390650.249
GO,2023,11,residencial,680487.871
DF,2023,11,residencial,236100.0
RO,2023,12,residencial,157693.206
AC,2023,12,residencial,58659.29
AM,2023,12,residencial,222000.0
RR,2023,12,residencial,61315.181
PA,2023,12,residencial,478726.001
AP,2023,12,residencial,70806.674
TO,2023,12,residencial,122353.985
MA,2023,12,residencial,434079.856
PI,2023,12,residencial,210855.574
CE,2023,12,residencial,475061.059
RN,2023,12,residencial,210120.0
PB,2023,12,residencial,229658.429
PE,2023,12,residencial,514303.0
AL,2023,12,residencial,171920.153
SE,2023,12,residencial,133425.037
BA,2023,12,residencial,718461.3
MG,2023,12,residencial,1288190.795
ES,2023,12,residencial,315822.121
RJ,2023,12,residencial,1271869.179
SP,2023,12,residencial,4328004.97
PR,2023,12,residencial,846168.673
SC,2023,12,residencial,655377.834
RS,2023,12,residencial,945075.19
MS,2023,12,residencial,225221.011
MT,2023,12,residencial,376538.343
GO,2023,12,residencial,680093.247
DF,2023,12,residencial,240701.0
RO,2024,1,residencial,151433.523
AC,2024,1,residencial,57641.406
AM,2024,1,residencial,216708.0
RR,2024,1,residencial,68297.509
PA,2024,1,residencial,449381.677
AP,2024,1,residencial,65711.814
TO,2024,1,residencial,113524.576
MA,2024,1,residencial,413115.07
PI,2024,1,residencial,201986.828
CE,2024,1,residencial,506860.494
RN,2024,1,residencial,225111.0
PB,2024,1,residencial,246125.208
PE,2024,1,residencial,525269.0
AL,2024,1,residencial,182928.535
SE,2024,1,residencial,138087.442
BA,2024,1,residencial,729449.761
MG,2024,1,residencial,1341215.014
ES,2024,1,residencial,339377.268
RJ,2024,1,residencial,1212139.448
SP,2024,1,residencial,4172393.443
PR,2024,1,residencial,932338.802
SC,2024,1,residencial,798045.396
RS,2024,1,residencial,973375.629
MS,2024,1,residencial,236996.648
MT,2024,1,residencial,337543.335
GO,2024,1,residencial,603113.259
DF,2024,1,residencial,204259.391
RO,2024,2,residencial,140314.919
AC,2024,2,residencial,54520.215
AM,2024,2,residencial,224627.0
RR,2024,2,residencial,65564.225
PA,2024,2,residencial,430298.76
AP,2024,2,residencial,65223.516
TO,2024,2,residencial,107359.358
MA,2024,2,residencial,397761.061
PI,2024,2,residencial,193697.492
CE,2024,2,residencial,510752.606
RN,2024,2,residencial,216709.0
PB,2024,2,residencial,245249.22
PE,2024,2,residencial,518139.0
AL,2024,2,residencial,180501.102
SE,2024,2,residencial,140153.039
BA,2024,2,residencial,695933.197
MG,2024,2,residencial,1255390.713
ES,2024,2,residencial,311163.904
RJ,2024,2,residencial,1263287.791
SP,2024,2,residencial,4050229.682
PR,2024,2,residencial,894599.67
SC,2024,2,residencial,830998.762
RS,2024,2,residencial,1044850.471
MS,2024,2,residencial,228617.487
MT,2024,2,residencial,330001.161
GO,2024,2,residencial,582544.511
DF,2024,2,residencial,222367.46
RO,2024,3,residencial,145861.136
AC,2024,3,residencial,52903.904
AM,2024,3,residencial,217213.0
RR,2024,3,residencial,66993.209
PA,2024,3,residencial,422691.0
AP,2024,3,residencial,61400.982
TO,2024,3,residencial,117030.769
MA,2024,3,residencial,378296.717
PI,2024,3,residencial,183845.431
CE,2024,3,residencial,467274.078
RN,2024,3,residencial,219512.0
PB,2024,3,residencial,240692.741
PE,2024,3,residencial,536615.0
AL,2024,3,residencial,183070.295
SE,2024,3,residencial,143508.229
BA,2024,3,residencial,739737.322
MG,2024,3,residencial,1310834.217
ES,2024,3,residencial,358478.469
RJ,2024,3,residencial,1271524.954
SP,2024,3,residencial,4312892.598
PR,2024,3,residencial,930098.967
SC,2024,3,residencial,772504.186
RS,2024,3,residencial,1048326.194
MS,2024,3,residencial,242962.343
MT,2024,3,residencial,350567.02
GO,2024,3,residencial,609325.052
DF,2024,3,residencial,219921.206
RO,2024,4,residencial,151622.853
AC,2024,4,residencial,59645.333
AM,2024,4,residencial,214897.0
RR,2024,4,residencial,75009.821
PA,2024,4,residencial,430638.531
AP,2024,4,residencial,64660.578
TO,2024,4,residencial,121407.049
MA,2024,4,residencial,398040.638
PI,2024,4,residencial,187783.164
CE,2024,4,residencial,480744.552
RN,2024,4,residencial,222197.0
PB,2024,4,residencial,256884.456
PE,2024,4,residencial,544689.0
AL,2024,4,residencial,187706.601
SE,2024,4,residencial,146327.221
BA,2024,4,residencial,728840.879
MG,2024,4,residencial,1292593.323
ES,2024,4,residencial,307441.644
RJ,2024,4,residencial,1193972.892
SP,2024,4,residencial,3921021.773
PR,2024,4,residencial,881192.545
SC,2024,4,residencial,774846.747
RS,2024,4,residencial,916651.829
MS,2024,4,residencial,238534.948
MT,2024,4,residencial,339308.142
GO,2024,4,residencial,597078.559
DF,2024,4,residencial,207333.148
RO,2024,5,residencial,160713.174
AC,2024,5,residencial,59066.312
AM,2024,5,residencial,219027.0
RR,2024,5,residencial,62805.145
PA,2024,5,residencial,441348.693
AP,2024,5,residencial,65556.749
TO,2024,5,residencial,127730.049
MA,2024,5,residencial,428759.532
PI,2024,5,residencial,197312.229
CE,2024,5,residencial,505905.417
RN,2024,5,residencial,211965.0
PB,2024,5,residencial,249248.019
PE,2024,5,residencial,509696.0
AL,2024,5,residencial,182621.283
SE,2024,5,residencial,140822.948
BA,2024,5,residencial,679838.992
MG,2024,5,residencial,1227195.396
ES,2024,5,residencial,303321.774
RJ,2024,5,residencial,1223170.971
SP,2024,5,residencial,4115991.951
PR,2024,5,residencial,839318.104
SC,2024,5,residencial,691294.317
RS,2024,5,residencial,800349.571
MS,2024,5,residencial,225126.715
MT,2024,5,residencial,344561.419
GO,2024,5,residencial,609724.467
DF,2024,5,residencial,217273.422
RO,2024,6,residencial,143660.65
AC,2024,6,residencial,50058.2
AM,2024,6,residencial,214748.0
RR,2024,6,residencial,51177.166
PA,2024,6,residencial,467286.734
AP,2024,6,residencial,68357.214
TO,2024,6,residencial,121877.334
MA,2024,6,residencial,436769.139
PI,2024,6,residencial,201512.626
CE,2024,6,residencial,482059.154
RN,2024,6,residencial,210295.0
PB,2024,6,residencial,229607.056
PE,2024,6,residencial,491421.0
AL,2024,6,residencial,160681.698
SE,2024,6,residencial,129000.228
BA,2024,6,residencial,655957.601
MG,2024,6,residencial,1266406.001
ES,2024,6,residencial,250692.599
RJ,2024,6,residencial,1048372.532
SP,2024,6,residencial,3782012.441
PR,2024,6,residencial,772377.486
SC,2024,6,residencial,645462.399
RS,2024,6,residencial,846836.327
MS,2024,6,residencial,180239.995
MT,2024,6,residencial,275690.273
GO,2024,6,residencial,563043.162
DF,2024,6,residencial,213271.636
RO,2024,7,residencial,149322.504
AC,2024,7,residencial,51620.11
AM,2024,7,residencial,234013.0
RR,2024,7,residencial,57610.164
PA,2024,7,residencial,467286.6
AP,2024,7,residencial,68543.725
TO,2024,7,residencial,115379.424
MA,2024,7,residencial,416146.209
PI,2024,7,residencial,191880.568
CE,2024,7,residencial,465978.2
RN,2024,7,residencial,189185.0
PB,2024,7,residencial,219953.99
PE,2024,7,residencial,435574.0
AL,2024,7,residencial,150156.103
SE,2024,7,residencial,119673.071
BA,2024,7,residencial,608603.791
MG,2024,7,residencial,1208747.506
ES,2024,7,residencial,265771.82
RJ,2024,7,residencial,988235.771
SP,2024,7,residencial,3583398.269
PR,2024,7,residencial,771103.576
SC,2024,7,residencial,590314.034
RS,2024,7,residencial,877775.369
MS,2024,7,residencial,171652.251
MT,2024,7,residencial,275065.408
GO,2024,7,residencial,553239.108
DF,2024,7,residencial,194320.289
RO,2024,8,residencial,151541.037
AC,2024,8,residencial,55866.306
AM,2024,8,residencial,248047.0
RR,2024,8,residencial,61337.112
PA,2024,8,residencial,494020.466
AP,2024,8,residencial,74423.436
TO,2024,8,residencial,115708.011
MA,2024,8,residencial,421446.15
PI,2024,8,residencial,194460.412
CE,2024,8,residencial,479085.942
RN,2024,8,residencial,186018.0
PB,2024,8,residencial,216612.911
PE,2024,8,residencial,455347.0
AL,2024,8,residencial,153156.473
SE,2024,8,residencial,118987.668
BA,2024,8,residencial,614441.674
MG,2024,8,residencial,1202065.495
ES,2024,8,residencial,257779.624
RJ,2024,8,residencial,949221.844
SP,2024,8,residencial,3717664.322
PR,2024,8,residencial,772474.062
SC,2024,8,residencial,584258.276
RS,2024,8,residencial,977560.114
MS,2024,8,residencial,179860.277
MT,2024,8,residencial,299844.12
GO,2024,8,residencial,549535.196
DF,2024,8,residencial,199994.78
RO,2024,9,residencial,169926.276
AC,2024,9,residencial,56326.069
AM,2024,9,residencial,268299.0
RR,2024,9,residencial,70798.11
PA,2024,9,residencial,497933.913
AP,2024,9,residencial,78908.445
TO,2024,9,residencial,132642.55
MA,2024,9,residencial,448196.116
PI,2024,9,residencial,216385.337
CE,2024,9,residencial,475409.513
RN,2024,9,residencial,194124.0
PB,2024,9,residencial,216222.185
PE,2024,9,residencial,469872.0
AL,2024,9,residencial,158914.52
SE,2024,9,residencial,124393.631
BA,2024,9,residencial,650579.137
MG,2024,9,residencial,1262537.017
ES,2024,9,residencial,277563.42
RJ,2024,9,residencial,1006446.494
SP,2024,9,residencial,3838764.24
PR,2024,9,residencial,804636.917
SC,2024,9,residencial,541743.886
RS,2024,9,residencial,869455.304
MS,2024,9,residencial,193536.59
MT,2024,9,residencial,341480.642
GO,2024,9,residencial,616192.442
DF,2024,9,residencial,226278.314
RO,2024,10,residencial,184754.96
AC,2024,10,residencial,65506.214
AM,2024,10,residencial,263032.0
RR,2024,10,residencial,73755.827
PA,2024,10,residencial,500418.345
AP,2024,10,residencial,80255.376
TO,2024,10,residencial,153146.098
MA,2024,10,residencial,457609.397
PI,2024,10,residencial,224630.966
CE,2024,10,residencial,478009.85
RN,2024,10,residencial,190236.0
PB,2024,10,residencial,238019.39
PE,2024,10,residencial,450955.0
AL,2024,10,residencial,163800.951
SE,2024,10,residencial,129247.992
BA,2024,10,residencial,633707.432
MG,2024,10,residencial,1412878.343
ES,2024,10,residencial,284106.847
RJ,2024,10,residencial,1096503.496
SP,2024,10,residencial,4133269.164
PR,2024,10,residencial,850979.838
SC,2024,10,residencial,570080.285
RS,2024,10,residencial,857443.838
MS,2024,10,residencial,235389.188
MT,2024,10,residencial,404325.987
GO,2024,10,residencial,714588.423
DF,2024,10,residencial,227329.383
RO,2024,11,residencial,157912.186
AC,2024,11,residencial,57654.632
AM,2024,11,residencial,250193.0
RR,2024,11,residencial,77267.026
PA,2024,11,residencial,505087.312
AP,2024,11,residencial,79551.202
TO,2024,11,residencial,131257.03
MA,2024,11,residencial,468460.34
PI,2024,11,residencial,237832.586
CE,2024,11,residencial,517312.642
RN,2024,11,residencial,201830.0
PB,2024,11,residencial,234136.921
PE,2024,11,residencial,507505.0
AL,2024,11,residencial,178418.956
SE,2024,11,residencial,131457.232
BA,2024,11,residencial,701685.857
MG,2024,11,residencial,1241444.22
ES,2024,11,residencial,289504.612
RJ,2024,11,residencial,1100705.222
SP,2024,11,residencial,3899197.038
PR,2024,11,residencial,868506.569
SC,2024,11,residencial,602146.633
RS,2024,11,residencial,917313.395
MS,2024,11,residencial,221791.434
MT,2024,11,residencial,369629.028
GO,2024,11,residencial,627740.154
DF,2024,11,residencial,223898.291
RO,2024,12,residencial,153424.076
AC,2024,12,residencial,56415.406
AM,2024,12,residencial,235465.0
RR,2024,12,residencial,74638.73
PA,2024,12,residencial,502978.024
AP,2024,12,residencial,74508.884
TO,2024,12,residencial,125466.828
MA,2024,12,residencial,460253.069
PI,2024,12,residencial,229872.617
CE,2024,12,residencial,483516.239
RN,2024,12,residencial,209280.0
PB,2024,12,residencial,263035.733
PE,2024,12,residencial,539989.0
AL,2024,12,residencial,188886.315
SE,2024,12,residencial,146603.503
BA,2024,12,residencial,723240.579
MG,2024,12,residencial,1345565.04
ES,2024,12,residencial,344882.45
RJ,2024,12,residencial,1158923.513
SP,2024,12,residencial,4071219.523
PR,2024,12,residencial,865341.429
SC,2024,12,residencial,619594.18
RS,2024,12,residencial,947600.435
MS,2024,12,residencial,244955.246
MT,2024,12,residencial,350010.641
GO,2024,12,residencial,649176.4
DF,2024,12,residencial,225882.218
RO,2025,1,residencial,144924.731
AC,2025,1,residencial,57259.289
AM,2025,1,residencial,211557.0
RR,2025,1,residencial,70630.231
PA,2025,1,residencial,453464.899
AP,2025,1,residencial,64563.85
TO,2025,1,residencial,112004.424
MA,2025,1,residencial,431452.261
PI,2025,1,residencial,216271.793
CE,2025,1,residencial,549196.034
RN,2025,1,residencial,222260.943
PB,2025,1,residencial,271524.964
PE,2025,1,residencial,512717.754
AL,2025,1,residencial,195591.043
SE,2025,1,residencial,148797.25
BA,2025,1,residencial,688745.141
MG,2025,1,residencial,1369693.666
ES,2025,1,residencial,362350.73
RJ,2025,1,residencial,1227805.685
SP,2025,1,residencial,4275087.307
PR,2025,1,residencial,918510.06
SC,2025,1,residencial,806991.075
RS,2025,1,residencial,988390.478
MS,2025,1,residencial,236967.096
MT,2025,1,residencial,344452.19
GO,2025,1,residencial,614425.113
DF,2025,1,residencial,199509.309
RO,2025,2,residencial,146110.961
AC,2025,2,residencial,57605.143
AM,2025,2,residencial,208057.0
RR,2025,2,residencial,60965.911
PA,2025,2,residencial,421968.219
AP,2025,2,residencial,57322.176
TO,2025,2,residencial,109629.218
MA,2025,2,residencial,401787.406
PI,2025,2,residencial,195858.766
CE,2025,2,residencial,490541.447
RN,2025,2,residencial,206978.424
PB,2025,2,residencial,258454.705
PE,2025,2,residencial,504942.62
AL,2025,2,residencial,189499.906
SE,2025,2,residencial,149142.763
BA,2025,2,residencial,740448.064
MG,2025,2,residencial,1295933.232
ES,2025,2,residencial,352293.853
RJ,2025,2,residencial,1410060.845
SP,2025,2,residencial,4227803.083
PR,2025,2,residencial,987540.258
SC,2025,2,residencial,964375.705
RS,2025,2,residencial,1179275.185
MS,2025,2,residencial,245596.741
MT,2025,2,residencial,342721.412
GO,2025,2,residencial,614873.172
DF,2025,2,residencial,217679.55
RO,2025,3,residencial,143012.621
AC,2025,3,residencial,54974.192
AM,2025,3,residencial,204191.0
RR,2025,3,residencial,64211.775
PA,2025,3,residencial,420249.102
AP,2025,3,residencial,63137.288
TO,2025,3,residencial,112756.265
MA,2025,3,residencial,384329.475
PI,2025,3,residencial,188795.28
CE,2025,3,residencial,487479.368
RN,2025,3,residencial,202316.08
PB,2025,3,residencial,254465.641
PE,2025,3,residencial,527669.389
AL,2025,3,residencial,190657.479
SE,2025,3,residencial,143001.483
BA,2025,3,residencial,707361.91
MG,2025,3,residencial,1429754.088
ES,2025,3,residencial,355135.995
RJ,2025,3,residencial,1431957.623
SP,2025,3,residencial,4536421.459
PR,2025,3,residencial,1000354.342
SC,2025,3,residencial,903597.653
RS,2025,3,residencial,1222329.666
MS,2025,3,residencial,248217.305
MT,2025,3,residencial,331538.408
GO,2025,3,residencial,656059.039
DF,2025,3,residencial,234258.293
RO,2025,4,residencial,143984.498
AC,2025,4,residencial,55247.102
AM,2025,4,residencial,208926.0
RR,2025,4,residencial,64747.098
PA,2025,4,residencial,448506.787
AP,2025,4,residencial,66246.98
TO,2025,4,residencial,123731.734
MA,2025,4,residencial,406763.029
PI,2025,4,residencial,198523.388
CE,2025,4,residencial,470824.448
RN,2025,4,residencial,199172.772
PB,2025,4,residencial,258488.93
PE,2025,4,residencial,504527.252
AL,2025,4,residencial,194803.272
SE,2025,4,residencial,147764.777
BA,2025,4,residencial,702157.173
MG,2025,4,residencial,1319995.039
ES,2025,4,residencial,313428.58
RJ,2025,4,residencial,1170122.467
SP,2025,4,residencial,3971583.757
PR,2025,4,residencial,861200.694
SC,2025,4,residencial,712921.83
RS,2025,4,residencial,911651.736
MS,2025,4,residencial,215296.23
MT,2025,4,residencial,333809.247
GO,2025,4,residencial,641955.309
DF,2025,4,residencial,212667.886
RO,2025,5,residencial,162918.566
AC,2025,5,residencial,59550.299
AM,2025,5,residencial,225828.0
RR,2025,5,residencial,61585.159
PA,2025,5,residencial,464774.544
AP,2025,5,residencial,65688.569
TO,2025,5,residencial,130124.089
MA,2025,5,residencial,430117.631
PI,2025,5,residencial,211570.761
CE,2025,5,residencial,516445.731
RN,2025,5,residencial,214859.0
PB,2025,5,residencial,270941.537
PE,2025,5,residencial,536362.679
AL,2025,5,residencial,200752.825
SE,2025,5,residencial,146612.417
BA,2025,5,residencial,713559.046
MG,2025,5,residencial,1293175.894
ES,2025,5,residencial,289162.395
RJ,2025,5,residencial,1035534.036
SP,2025,5,residencial,3901236.79
PR,2025,5,residencial,785558.817
SC,2025,5,residencial,655564.144
RS,2025,5,residencial,840849.039
MS,2025,5,residencial,200560.374
MT,2025,5,residencial,365780.737
GO,2025,5,residencial,618670.1
DF,2025,5,residencial,215760.026
RO,2025,6,residencial,151655.959
AC,2025,6,residencial,54969.465
AM,2025,6,residencial,224676.0
RR,2025,6,residencial,60056.59
PA,2025,6,residencial,478912.377
AP,2025,6,residencial,67169.153
TO,2025,6,residencial,130988.681
MA,2025,6,residencial,438272.011
PI,2025,6,residencial,212910.941
CE,2025,6,residencial,480831.839
RN,2025,6,residencial,197015.431
PB,2025,6,residencial,241587.605
PE,2025,6,residencial,461405.711
AL,2025,6,residencial,170082.351
SE,2025,6,residencial,127179.205
BA,2025,6,residencial,614091.53
MG,2025,6,residencial,1286740.074
ES,2025,6,residencial,256617.963
RJ,2025,6,residencial,948512.361
SP,2025,6,residencial,3613934.103
PR,2025,6,residencial,787064.019
SC,2025,6,residencial,614512.654
RS,2025,6,residencial,898871.831
MS,2025,6,residencial,175403.776
MT,2025,6,residencial,308885.255
GO,2025,6,residencial,585232.71
DF,2025,6,residencial,201481.088
RO,2025,7,residencial,147049.587
AC,2025,7,residencial,49341.195
AM,2025,7,residencial,230512.0
RR,2025,7,residencial,61466.165
PA,2025,7,residencial,493340.965
AP,2025,7,residencial,72212.056
TO,2025,7,residencial,124800.729
MA,2025,7,residencial,452257.265
PI,2025,7,residencial,219143.522
CE,2025,7,residencial,474695.733
RN,2025,7,residencial,188090.919
PB,2025,7,residencial,232853.425
PE,2025,7,residencial,447299.978
AL,2025,7,residencial,162309.221
SE,2025,7,residencial,125509.997
BA,2025,7,residencial,620878.874
MG,2025,7,residencial,1246521.225
ES,2025,7,residencial,256444.024
RJ,2025,7,residencial,890822.247
SP,2025,7,residencial,3639157.768
PR,2025,7,residencial,809640.718
SC,2025,7,residencial,676718.487
RS,2025,7,residencial,1049525.702
MS,2025,7,residencial,163309.772
MT,2025,7,residencial,284088.716
GO,2025,7,residencial,579791.635
DF,2025,7,residencial,194771.386
RO,2025,8,residencial,160646.728
AC,2025,8,residencial,57108.041
AM,2025,8,residencial,237354.0
RR,2025,8,residencial,61457.359
PA,2025,8,residencial,485530.188
AP,2025,8,residencial,72668.824
TO,2025,8,residencial,128631.885
MA,2025,8,residencial,448467.131
PI,2025,8,residencial,221984.305
CE,2025,8,residencial,485277.189
RN,2025,8,residencial,187460.356
PB,2025,8,residencial,242327.271
PE,2025,8,residencial,448735.728
AL,2025,8,residencial,157994.466
SE,2025,8,residencial,122928.48
BA,2025,8,residencial,622635.202
MG,2025,8,residencial,1288087.563
ES,2025,8,residencial,267431.914
RJ,2025,8,residencial,870242.715
SP,2025,8,residencial,3777412.067
PR,2025,8,residencial,811343.583
SC,2025,8,residencial,607294.982
RS,2025,8,residencial,951769.248
MS,2025,8,residencial,164503.614
MT,2025,8,residencial,321587.108
GO,2025,8,residencial,566457.665
DF,2025,8,residencial,216126.081
RO,2025,9,residencial,174069.606
AC,2025,9,residencial,59884.555
AM,2025,9,residencial,252109.0
RR,2025,9,residencial,72681.339
PA,2025,9,residencial,497821.298
AP,2025,9,residencial,75221.631
TO,2025,9,residencial,145368.895
MA,2025,9,residencial,475427.001
PI,2025,9,residencial,234131.506
CE,2025,9,residencial,479700.353
RN,2025,9,residencial,184561.206
PB,2025,9,residencial,230546.035
PE,2025,9,residencial,444306.39
AL,2025,9,residencial,165720.608
SE,2025,9,residencial,124424.195
BA,2025,9,residencial,622020.401
MG,2025,9,residencial,1347094.338
ES,2025,9,residencial,270358.81
RJ,2025,9,residencial,937208.36
SP,2025,9,residencial,3792421.033
PR,2025,9,residencial,824108.535
SC,2025,9,residencial,648025.105
RS,2025,9,residencial,891892.12
MS,2025,9,residencial,205203.821
MT,2025,9,residencial,358128.534
GO,2025,9,residencial,644724.263
DF,2025,9,residencial,227053.984
RO,2025,10,residencial,170955.074
AC,2025,10,residencial,60445.919
AM,2025,10,residencial,238184.0
RR,2025,10,residencial,74129.043
PA,2025,10,residencial,528853.31
AP,2025,10,residencial,77057.247
TO,2025,10,residencial,148213.317
MA,2025,10,residencial,491817.637
PI,2025,10,residencial,247358.897
CE,2025,10,residencial,498843.029
RN,2025,10,residencial,186480.677
PB,2025,10,residencial,250910.953
PE,2025,10,residencial,447423.906
AL,2025,10,residencial,174999.877
SE,2025,10,residencial,129307.209
BA,2025,10,residencial,616706.83
MG,2025,10,residencial,1395748.322
ES,2025,10,residencial,275962.8
RJ,2025,10,residencial,982947.476
SP,2025,10,residencial,4021274.495
PR,2025,10,residencial,861040.292
SC,2025,10,residencial,637815.262
RS,2025,10,residencial,874519.239
MS,2025,10,residencial,222333.664
MT,2025,10,residencial,417932.058
GO,2025,10,residencial,738521.36
DF,2025,10,residencial,225755.603
RO,2025,11,residencial,166424.194
AC,2025,11,residencial,62744.532
AM,2025,11,residencial,237586.0
RR,2025,11,residencial,76479.454
PA,2025,11,residencial,539657.241
AP,2025,11,residencial,81179.461
TO,2025,11,residencial,146123.59
MA,2025,11,residencial,491168.098
PI,2025,11,residencial,247666.62
CE,2025,11,residencial,514741.397
RN,2025,11,residencial,183590.155
PB,2025,11,residencial,264633.9
PE,2025,11,residencial,506178.966
AL,2025,11,residencial,188146.753
SE,2025,11,residencial,138200.452
BA,2025,11,residencial,684909.798
MG,2025,11,residencial,1319056.412
ES,2025,11,residencial,313877.038
RJ,2025,11,residencial,996064.238
SP,2025,11,residencial,3902215.003
PR,2025,11,residencial,855809.239
SC,2025,11,residencial,647748.644
RS,2025,11,residencial,845789.726
MS,2025,11,residencial,219827.034
MT,2025,11,residencial,405488.427
GO,2025,11,residencial,727190.926
DF,2025,11,residencial,220279.885
RO,2025,12,residencial,159301.765
AC,2025,12,residencial,60576.136
AM,2025,12,residencial,234920.0
RR,2025,12,residencial,73835.847
PA,2025,12,residencial,515676.123
AP,2025,12,residencial,76913.019
TO,2025,12,residencial,131987.972
MA,2025,12,residencial,482473.821
PI,2025,12,residencial,246814.867
CE,2025,12,residencial,503862.636
RN,2025,12,residencial,211781.5
PB,2025,12,residencial,285859.141
PE,2025,12,residencial,539609.874
AL,2025,12,residencial,207122.057
SE,2025,12,residencial,147882.856
BA,2025,12,residencial,715299.883
MG,2025,12,residencial,1450851.395
ES,2025,12,residencial,347300.652
RJ,2025,12,residencial,1152442.25
SP,2025,12,residencial,4180262.9
PR,2025,12,residencial,918331.758
SC,2025,12,residencial,689855.97
RS,2025,12,residencial,1030748.994
MS,2025,12,residencial,242403.315
MT,2025,12,residencial,372858.236
GO,2025,12,residencial,707131.43
DF,2025,12,residencial,231163.138
RO,2021,1,comercial,49477.027
AC,2021,1,comercial,21670.092
