uf,ano,mes,temp_media_mensal,temp_minima_mensal,temp_minima_absoluta,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia,consumo_comercial_mwh,consumo_industrial_mwh,consumo_residencial_mwh,n_domicilios,consumo_resid_por_domicilio
CE,2024,4,26.582755428689268,23.484957,17.4,3.7872612,7.3863506,30,Nordeste,3.6096,1.8936,210942.399,222464.768,480744.552,3020374.0,0.15916722631038407
CE,2024,5,26.98231110178549,23.377193,17.9,4.15988,7.8277187,31,Nordeste,3.6323,2.0799,215079.699,253673.84,505905.417,3020374.0,0.16749760691887827
CE,2024,6,26.638498806834484,22.544487,15.8,4.5545764,8.535741,30,Nordeste,3.6128,2.2773,214738.105,252931.302,482059.154,3020374.0,0.1596024710847067
CE,2024,7,27.398989262046243,21.82336,16.2,4.474944,10.821311,31,Nordeste,3.6561,2.2375,205216.1,240285.789,465978.2,3020374.0,0.15427831122900673
CE,2024,8,28.17743704209517,21.854586,16.0,4.363803,11.918808,31,Nordeste,3.701,2.1819,208945.097,256113.336,479085.942,3020374.0,0.1586180857072667
CE,2024,9,29.39696442240131,23.38071,15.8,4.6840453,11.522334,30,Nordeste,3.7723,2.342,207341.792,254851.985,475409.513,3020374.0,0.1574008758517985
CE,2024,10,30.233062756114105,24.508081,20.7,4.7745442,11.303535,31,Nordeste,3.8219,2.3873,204885.529,253561.507,478009.85,3020374.0,0.158261807974774
CE,2024,11,29.71980401593345,24.068024,21.0,4.5505447,11.930233,30,Nordeste,3.7914,2.2753,221749.99,249287.368,517312.642,3020374.0,0.1712743660222211
CE,2024,12,30.287173621268767,25.387745,20.6,4.8805995,9.605392,31,Nordeste,3.8251,2.4403,220585.895,239374.969,483516.239,3020374.0,0.16008488981828078
CE,2025,1,29.115261290363915,25.044628,20.9,4.107395,8.160744,31,Nordeste,3.7557,2.0537,222896.598,205718.443,549196.034,3020374.0,0.18183047331224544
CE,2025,2,28.599777337608284,24.568047,21.3,4.420156,8.287574,28,Nordeste,3.7255,2.2101,217207.729,232625.418,490541.447,3020374.0,0.16241082958600492
CE,2025,3,27.286408033591897,23.759184,21.0,4.288577,8.141497,31,Nordeste,3.6497,2.1443,202393.577,221240.232,487479.368,3020374.0,0.16139702169333997
CE,2025,4,27.72429357757292,23.902779,21.0,3.9361787,8.555555,30,Nordeste,3.6748,1.9681,204107.357,242997.809,470824.448,3020374.0,0.1558828304044466
CE,2025,5,27.75225208819463,23.25685,19.8,2.9624794,9.439726,31,Nordeste,3.6764,1.4812,214839.084,260386.943,516445.731,3020374.0,0.17098734494469892
CE,2025,6,27.72987995001359,23.412949,20.0,2.4011335,8.928777,30,Nordeste,3.6751,1.2006,213757.162,262363.584,480831.839,3020374.0,0.15919612571158406
CE,2025,7,28.65388744801912,23.776224,17.5,2.6114514,9.201398,31,Nordeste,3.7287,1.3057,206790.162,236163.288,474695.733,3020374.0,0.15716455412475408
CE,2025,8,28.48887535774762,23.086885,19.6,4.146529,10.988524,31,Nordeste,3.7191,2.0733,211878.702,248944.457,485277.189,3020374.0,0.1606679136424827
CE,2025,9,30.10134171454284,25.123158,21.4,4.2329254,9.841052,30,Nordeste,3.814,2.1165,212011.54,250039.943,479700.353,3020374.0,0.15882150786624438
CE,2025,10,29.23738681558591,23.996052,22.0,6.0483737,11.494737,31,Nordeste,3.7629,3.0242,214554.242,257146.703,498843.029,3020374.0,0.16515935741732646
CE,2025,11,28.441666825612383,23.5075,21.8,6.9080906,11.9325,30,Nordeste,3.7163,3.454,223450.281,247815.035,514741.397,3020374.0,0.1704230658190012
CE,2025,12,28.871271160201285,24.426414,22.9,4.8054357,10.603773,31,Nordeste,3.7414,2.4027,217939.34,235453.828,503862.636,3020374.0,0.1668212731271028
DF,2021,1,22.31352189744081,17.392157,12.4,6.0790243,10.517647,31,Centro-Oeste,3.3758,3.0395,158081.0,50450.0,212214.0,988191.0,0.21474998254386043
DF,2021,2,21.256959113673734,18.02143,14.8,4.705864,8.2842865,28,Centro-Oeste,3.3203,2.3529,156618.0,46088.0,196842.0,988191.0,0.19919428531528824
DF,2021,3,21.89413070277561,17.139355,11.2,5.5114822,10.550968,31,Centro-Oeste,3.3536,2.7557,153236.0,53386.0,198815.0,988191.0,0.20119086289998594
DF,2021,4,21.06890815145152,16.394001,8.8,4.8257103,10.345334,30,Centro-Oeste,3.3105,2.4129,152407.0,53044.0,215043.0,988191.0,0.2176127894303834
DF,2021,5,20.30244623819987,14.4477415,8.7,4.9442487,12.23742,31,Centro-Oeste,3.271,2.4721,154059.0,54050.0,200209.0,988191.0,0.20260152136580883
DF,2021,6,19.71752774556478,13.641333,5.9,4.931927,12.500667,30,Centro-Oeste,3.2411,2.466,159452.0,54586.0,204710.0,988191.0,0.2071563088512241
DF,2021,7,18.88255378969254,12.044517,4.9,5.3589425,13.9096775,31,Centro-Oeste,3.199,2.6795,145105.0,56057.0,187090.0,988191.0,0.18932574775524164
DF,2021,8,21.1890965294537,14.756775,8.7,5.7226624,12.825807,31,Centro-Oeste,3.3167,2.8613,155737.0,55557.0,206265.0,988191.0,0.20872989128619873
DF,2021,9,24.934131206098648,17.605333,10.4,5.985088,14.301333,30,Centro-Oeste,3.5175,2.9925,175270.0,51866.0,217979.0,988191.0,0.2205838749796345
DF,2021,10,23.39329736345005,18.51484,14.1,5.44194,10.890323,31,Centro-Oeste,3.4335,2.721,174649.0,58077.0,209484.0,988191.0,0.211987358719114
DF,2021,11,21.7315463104564,18.239332,14.3,4.7986503,8.207334,30,Centro-Oeste,3.3451,2.3993,173966.0,52159.0,199167.0,988191.0,0.201547069341858
DF,2021,12,21.53862709016552,18.269678,13.3,4.9030566,8.067097,31,Centro-Oeste,3.335,2.4515,179999.0,50670.0,210250.0,988191.0,0.21276251251023334
DF,2022,1,21.65395164899929,17.564516,11.7,5.507875,8.969032,31,Centro-Oeste,3.341,2.7539,163345.0,48466.0,197813.0,988191.0,0.2001768888807933
DF,2022,2,21.5889563989256,17.992142,14.5,5.128171,8.789286,28,Centro-Oeste,3.3376,2.5641,157830.0,45763.0,195838.0,988191.0,0.1981782873958577
DF,2022,3,22.326129043743173,17.457418,13.0,5.773445,10.770323,31,Centro-Oeste,3.3764,2.8867,169714.0,52184.0,204628.0,988191.0,0.20707332894146982
DF,2022,4,22.4293334113227,17.091333,12.0,5.5979457,11.332001,30,Centro-Oeste,3.3819,2.799,168829.0,50397.0,200361.0,988191.0,0.20275533778388996
DF,2022,5,19.760658100622177,14.070968,1.4,5.0741024,12.174193,31,Centro-Oeste,3.2433,2.5371,161466.0,53419.0,196789.0,988191.0,0.19914065195898364
DF,2022,6,19.830042263897145,13.216001,6.7,5.054895,13.482,30,Centro-Oeste,3.2468,2.5274,159671.0,55024.0,200289.0,988191.0,0.20268247737532522
DF,2022,7,19.538508511844352,12.955483,6.2,5.3599877,13.306452,31,Centro-Oeste,3.2321,2.68,148005.0,48848.0,193802.0,988191.0,0.19611795695366585
DF,2022,8,21.44190854308426,14.742581,8.1,5.6622024,13.4,31,Centro-Oeste,3.3299,2.8311,158129.0,55924.0,201036.0,988191.0,0.2034384041141844
DF,2022,9,23.33051296236604,16.896,9.5,5.574753,12.898667,30,Centro-Oeste,3.4301,2.7874,170405.0,53373.0,217174.0,988191.0,0.21976925513387593
DF,2022,10,23.898037276470983,18.426453,11.7,5.7787285,11.465806,31,Centro-Oeste,3.4608,2.8894,178226.0,56097.0,215352.0,988191.0,0.2179254820171404
DF,2022,11,21.28476679942545,17.036,13.0,5.2634196,9.666,30,Centro-Oeste,3.3217,2.6317,173719.0,49587.0,212759.0,988191.0,0.21530149535869078
DF,2022,12,21.166809452345387,18.008442,13.9,4.7139177,7.576624,31,Centro-Oeste,3.3156,2.357,171316.0,49846.0,212520.0,988191.0,0.2150596392802606
DF,2023,1,21.252763450306087,17.487743,13.5,5.4429603,8.994193,31,Centro-Oeste,3.3201,2.7215,163882.0,44338.0,196414.0,988191.0,0.19876117066437562
DF,2023,2,22.76826620659348,17.725716,13.5,6.1301403,10.805715,28,Centro-Oeste,3.3999,3.0651,165747.0,45676.0,203512.0,988191.0,0.20594399260871632
DF,2023,3,21.807652882981216,17.294193,10.8,5.1252832,10.027742,31,Centro-Oeste,3.3491,2.5626,174415.0,48730.0,219784.0,988191.0,0.2224104449443478
DF,2023,4,21.42476341354779,17.295334,12.8,4.7470875,9.716001,30,Centro-Oeste,3.329,2.3735,172290.0,48174.0,206545.0,988191.0,0.20901323731950605
DF,2023,5,20.57540771322858,14.665162,9.6,5.2130885,12.172904,31,Centro-Oeste,3.285,2.6065,161071.0,49747.0,190100.0,988191.0,0.1923717176132954
DF,2023,6,19.709111133151584,13.878667,8.6,4.795186,12.022667,30,Centro-Oeste,3.2407,2.3976,163329.0,49129.0,206284.0,988191.0,0.20874911833845886
DF,2023,7,20.18039270537432,13.84,6.8,4.8974566,12.863872,31,Centro-Oeste,3.2647,2.4487,156604.0,46575.0,192751.0,988191.0,0.1950543973786444
DF,2023,8,22.141217018642035,15.711614,7.9,5.2121778,13.301936,31,Centro-Oeste,3.3667,2.6061,163675.0,53983.0,202575.0,988191.0,0.20499579534725573
DF,2023,9,24.56772072950432,18.46,13.4,5.896444,12.514667,30,Centro-Oeste,3.4973,2.9482,176912.0,52365.0,221643.0,988191.0,0.22429166021548466
DF,2023,10,24.98018051028784,19.40903,16.0,5.9687104,11.772903,31,Centro-Oeste,3.52,2.9844,187050.0,53169.0,232436.0,988191.0,0.23521363784936314
DF,2023,11,24.66083534397245,19.116667,14.1,6.2121596,12.024,30,Centro-Oeste,3.5024,3.1061,191627.0,47414.0,236100.0,988191.0,0.23892142308521327
DF,2023,12,23.75495116460956,18.721935,12.9,5.8590107,11.069677,31,Centro-Oeste,3.453,2.9295,188911.0,50885.0,240701.0,988191.0,0.24357740558252403
DF,2024,1,22.50219190414282,18.90903,15.0,5.2455544,8.66129,31,Centro-Oeste,3.3858,2.6228,176755.588,46421.381,204259.391,988191.0,0.20670031502007202
DF,2024,2,22.48592801590283,18.538622,14.6,5.342262,8.908965,29,Centro-Oeste,3.3849,2.6711,177818.406,45764.312,222367.46,988191.0,0.2250247775986626
DF,2024,3,23.0588197877662,19.224516,16.4,4.9526777,9.421936,31,Centro-Oeste,3.4155,2.4763,174216.377,43038.138,219921.206,988191.0,0.2225492905723691
DF,2024,4,22.841838109850308,18.553333,14.9,5.1411743,9.5373335,30,Centro-Oeste,3.4039,2.5706,177874.043,46763.374,207333.148,988191.0,0.20981080378185998
DF,2024,5,21.53135687679596,15.531612,10.6,5.3366714,12.247097,31,Centro-Oeste,3.3346,2.6683,178473.075,45904.114,217273.422,988191.0,0.21986986523860266
DF,2024,6,19.861788590496133,13.723333,7.3,4.9151664,12.674666,30,Centro-Oeste,3.2485,2.4576,177632.431,49905.538,213271.636,988191.0,0.21582025741987126
DF,2024,7,19.96601459043218,13.1567745,7.0,5.293081,13.60258,31,Centro-Oeste,3.2538,2.6465,158303.506,48149.383,194320.289,988191.0,0.19664243956886876
DF,2024,8,21.411141944518395,14.143871,7.1,5.7044053,14.379355,31,Centro-Oeste,3.3283,2.8522,160761.045,57451.932,199994.78,988191.0,0.20238474141132634
DF,2024,9,24.895739501401,17.313334,7.1,6.369007,14.55,30,Centro-Oeste,3.5154,3.1845,169367.308,47440.95,226278.314,988191.0,0.22898236676917721
DF,2024,10,23.748638728940403,19.095484,12.1,4.8490496,10.428388,31,Centro-Oeste,3.4527,2.4245,177793.078,46581.253,227329.383,988191.0,0.23004599616875684
DF,2024,11,22.00625837278351,18.634,16.3,4.762861,8.2126665,30,Centro-Oeste,3.3595,2.3814,180684.506,52350.399,223898.291,988191.0,0.2265739022112122
DF,2024,12,22.482181852870085,18.434195,14.7,5.169732,9.456129,31,Centro-Oeste,3.3847,2.5849,176646.835,47905.031,225882.218,988191.0,0.2285815373748597
DF,2025,1,22.07621784932483,18.526453,15.3,5.337435,8.632258,31,Centro-Oeste,3.3632,2.6687,155846.844,43244.129,199509.309,988191.0,0.20189346897512728
DF,2025,2,22.913914287164346,17.78857,13.2,6.3330345,10.827144,28,Centro-Oeste,3.4077,3.1665,173732.083,42061.776,217679.55,988191.0,0.2202808465165135
DF,2025,3,23.12831773612861,18.319355,13.8,5.7221856,10.603226,31,Centro-Oeste,3.4192,2.8611,177515.787,47738.377,234258.293,988191.0,0.23705770746748353
DF,2025,4,22.406771769500587,18.243334,15.5,4.8903637,9.671333,30,Centro-Oeste,3.3807,2.4452,174304.218,46729.667,212667.886,988191.0,0.21520929253555235
DF,2025,5,20.342314145809137,15.551613,11.4,4.865606,10.284516,31,Centro-Oeste,3.273,2.4328,168263.185,47941.53,215760.026,988191.0,0.21833838397637706
DF,2025,6,19.84379346285465,14.147334,7.8,4.8506374,12.000667,30,Centro-Oeste,3.2475,2.4253,163593.046,51714.112,201481.088,988191.0,0.2038888109687297
DF,2025,7,19.68658959020988,13.452903,8.4,5.140225,12.710322,31,Centro-Oeste,3.2396,2.5701,155704.839,52026.578,194771.386,988191.0,0.1970989272316789
DF,2025,8,21.60042664865401,14.760645,5.8,5.788052,13.832258,31,Centro-Oeste,3.3382,2.894,166874.205,54009.799,216126.081,988191.0,0.21870881337717102
DF,2025,9,23.662008056640627,17.441334,11.8,5.81973,12.609333,30,Centro-Oeste,3.448,2.9099,172846.962,54148.996,227053.984,988191.0,0.22976730611794682
DF,2025,10,23.766072508467307,18.083872,12.6,5.9689956,11.7290325,31,Centro-Oeste,3.4536,2.9845,176202.819,54681.578,225755.603,988191.0,0.22845340931054828
DF,2025,11,23.1280556233724,18.418667,14.2,5.685203,10.436,30,Centro-Oeste,3.4192,2.8426,195294.272,56396.352,220279.885,988191.0,0.2229122558290857
DF,2025,12,22.02195138026197,18.180645,13.8,5.087168,8.903226,31,Centro-Oeste,3.3604,2.5436,181094.67,53009.555,231163.138,988191.0,0.23392556499705017
ES,2021,1,25.68714378376893,21.241823,14.4,6.317329,9.983378,31,Sudeste,3.5593,3.1587,162148.998,331362.769,262562.29,1428739.0,0.18377204653894097
ES,2021,2,24.929377309736363,21.206867,15.3,4.7944827,8.52555,28,Sudeste,3.5172,2.3972,151224.268,300106.462,244885.431,1428739.0,0.17139969651559872
ES,2021,3,25.50594111293505,20.855862,15.1,5.666079,10.241396,31,Sudeste,3.5492,2.833,158769.235,333241.527,256427.371,1428739.0,0.17947810691805852
ES,2021,4,23.725711921650703,19.375517,10.9,4.425665,9.151289,30,Sudeste,3.4514,2.2128,138094.543,311728.458,255860.419,1428739.0,0.17908128706502727
ES,2021,5,22.73391312287791,18.225685,9.3,3.6233666,9.600499,31,Sudeste,3.3981,1.8117,134949.553,344125.877,222483.751,1428739.0,0.15572035970180698
ES,2021,6,21.19371235280077,16.828093,8.3,3.372972,9.055671,30,Sudeste,3.317,1.6865,132116.536,363666.901,214123.577,1428739.0,0.1498689242751825
ES,2021,7,20.34992790747708,15.185038,6.6,3.7320387,10.308727,31,Sudeste,3.2734,1.866,127647.134,357708.173,197467.929,1428739.0,0.1382113381100397
ES,2021,8,21.1760652406086,16.398695,5.7,3.8760567,9.6462145,31,Sudeste,3.3161,1.938,129758.672,353264.771,187643.273,1428739.0,0.13133488551792874
ES,2021,9,23.653830766127367,18.945505,9.2,4.40634,9.792416,30,Sudeste,3.4475,2.2032,142230.389,340571.862,219804.932,1428739.0,0.15384540633383703
ES,2021,10,23.204121493007143,20.000532,12.4,3.532047,6.7271276,31,Sudeste,3.4233,1.766,145423.559,391013.802,220853.964,1428739.0,0.1545796426079221
ES,2021,11,22.85941895871247,19.44512,9.6,4.518123,7.490765,30,Sudeste,3.4048,2.2591,142271.017,359723.044,211946.432,1428739.0,0.14834510151959177
ES,2021,12,23.75217593845594,20.477749,13.7,4.6573434,7.763089,31,Sudeste,3.4528,2.3287,155892.619,338666.288,228724.199,1428739.0,0.16008816095871953
ES,2022,1,25.44066666299961,21.305458,14.7,5.801574,9.585112,31,Sudeste,3.5456,2.9008,161325.645,328857.952,241844.359,1428739.0,0.16927119578873398
ES,2022,2,24.98954545592977,21.538673,16.4,4.9134192,8.555525,28,Sudeste,3.5205,2.4567,163677.408,317716.655,258968.67,1428739.0,0.18125680757647128
ES,2022,3,25.79024802321217,21.209951,14.3,5.475095,10.152239,31,Sudeste,3.5651,2.7375,186196.676,342201.098,308425.013,1428739.0,0.21587218729243057
ES,2022,4,24.403707888174587,19.929487,12.1,4.781537,10.342565,30,Sudeste,3.4883,2.3908,167467.298,344385.163,256377.376,1428739.0,0.17944311452266648
ES,2022,5,21.724662779167705,17.352262,3.9,3.7028027,9.997236,31,Sudeste,3.3447,1.8514,154090.448,368178.003,240156.152,1428739.0,0.16808958949115269
ES,2022,6,20.118759280445406,15.539743,5.1,3.5979753,10.600769,30,Sudeste,3.2616,1.799,137108.512,331467.951,209332.17,1428739.0,0.14651533275146827
ES,2022,7,20.553197432265645,15.991315,8.3,3.7150044,10.514144,31,Sudeste,3.2838,1.8575,131802.031,332053.291,195813.616,1428739.0,0.13705345482974848
ES,2022,8,20.666344827028176,16.11067,7.0,4.062144,10.183374,31,Sudeste,3.2897,2.0311,141382.31,350196.774,221532.629,1428739.0,0.15505465238927474
ES,2022,9,21.13155437082079,17.076666,5.9,4.139308,9.31436,30,Sudeste,3.3138,2.0697,136534.912,344328.376,216133.583,1428739.0,0.15127576345294697
ES,2022,10,23.819091571220284,19.91092,11.8,5.09598,9.161786,31,Sudeste,3.4565,2.548,150187.483,332862.261,225097.967,1428739.0,0.15755009627370709
ES,2022,11,22.54782920123225,19.226154,9.7,4.427424,7.608718,30,Sudeste,3.3882,2.2137,152475.751,331910.52,250118.241,1428739.0,0.17506223389996353
ES,2022,12,23.630405262051926,20.639,14.1,4.2532234,7.2007504,31,Sudeste,3.4463,2.1266,156328.171,320618.567,244096.205,1428739.0,0.17084730311134502
ES,2023,1,24.79092108224325,21.429838,15.5,4.9602146,8.166936,31,Sudeste,3.5096,2.4801,164736.652,343298.699,256167.908,1428739.0,0.1792965041200667
ES,2023,2,26.00963169025221,21.671726,15.9,6.079529,10.119941,28,Sudeste,3.5773,3.0398,174008.799,303526.27,288906.223,1428739.0,0.20221063679230425
ES,2023,3,25.452448603555904,21.021774,14.5,5.540114,10.224731,31,Sudeste,3.5462,2.7701,190899.837,346969.806,319742.187,1428739.0,0.22379327994826206
ES,2023,4,23.80449654070006,20.476389,14.0,3.7711408,8.074445,30,Sudeste,3.4557,1.8856,174060.418,339807.04,290824.595,1428739.0,0.20355333969325395
ES,2023,5,21.43966289562795,17.67527,8.5,3.5520918,8.843011,31,Sudeste,3.3298,1.776,160150.699,361291.135,254935.541,1428739.0,0.17843394839785293
ES,2023,6,20.562652306702592,16.123333,7.3,3.7294946,10.333333,30,Sudeste,3.2843,1.8647,150047.155,359864.697,234952.104,1428739.0,0.16444718314541704
ES,2023,7,20.260155159622503,16.207527,6.3,3.445682,9.165322,31,Sudeste,3.2688,1.7228,144764.892,370006.262,220948.241,1428739.0,0.15464562876774554
ES,2023,8,21.59119623109004,17.62715,8.4,4.0305367,9.134946,31,Sudeste,3.3377,2.0153,156953.327,379675.499,230854.764,1428739.0,0.16157938153854554
ES,2023,9,22.85120451486996,18.831667,11.5,4.788188,9.136111,30,Sudeste,3.4044,2.3941,159962.688,370757.597,240225.646,1428739.0,0.1681382295856696
ES,2023,10,24.361945755879105,20.957386,14.0,4.7223525,8.237499,31,Sudeste,3.486,2.3612,182477.76,395199.501,268611.334,1428739.0,0.18800588071019267
ES,2023,11,25.86074708720245,21.187065,12.3,6.319591,10.663407,30,Sudeste,3.569,3.1598,187424.037,399799.964,284175.217,1428739.0,0.19889932100964558
ES,2023,12,26.58624985539323,22.269396,15.3,6.1054063,10.000711,31,Sudeste,3.6098,3.0527,202354.233,397825.764,315822.121,1428739.0,0.22104955558712963
ES,2024,1,25.752539405222805,22.288712,16.5,5.507048,8.3819895,31,Sudeste,3.5629,2.7535,202464.275,369892.124,339377.268,1428739.0,0.2375362246008543
ES,2024,2,25.680816475986664,21.995401,15.3,5.5953374,8.873851,29,Sudeste,3.5589,2.7977,195626.849,358573.578,311163.904,1428739.0,0.21778918612846712
ES,2024,3,26.608057071370027,23.053022,15.6,5.3437614,8.389835,31,Sudeste,3.6111,2.6719,212651.694,381453.591,358478.469,1428739.0,0.2509054970851919
ES,2024,4,24.66373323173443,21.03255,14.1,4.76183,8.275167,30,Sudeste,3.5026,2.3809,203489.162,409206.494,307441.644,1428739.0,0.21518390972738896
ES,2024,5,24.389836234024763,20.426027,11.5,3.9882932,8.74452,31,Sudeste,3.4876,1.9941,202924.319,410693.273,303321.774,1428739.0,0.21230033897023878
ES,2024,6,22.35919479444653,17.649454,9.0,3.790828,9.889818,30,Sudeste,3.3782,1.8954,171102.477,407359.838,250692.599,1428739.0,0.17546423734495942
ES,2024,7,21.911894069876634,17.132204,8.8,3.9007647,10.29356,31,Sudeste,3.3546,1.9504,182045.354,431298.402,265771.82,1428739.0,0.18601845403534165
ES,2024,8,21.555912840918843,16.790588,7.6,4.5139656,10.442942,31,Sudeste,3.3359,2.257,172998.988,420883.429,257779.624,1428739.0,0.18042457299758738
ES,2024,9,23.42821807307472,18.590555,10.5,5.1496534,10.731667,30,Sudeste,3.4353,2.5748,185280.558,426958.645,277563.42,1428739.0,0.19427160594062315
ES,2024,10,23.73450194997301,20.106722,10.9,4.6464167,8.348925,31,Sudeste,3.4519,2.3232,191177.794,400444.243,284106.847,1428739.0,0.19885146762284783
ES,2024,11,23.838088940633725,20.174723,13.1,5.2765837,8.277778,30,Sudeste,3.4575,2.6383,187899.675,400014.701,289504.612,1428739.0,0.2026294599643462
ES,2024,12,25.362767059863703,21.727957,14.3,5.4408283,8.405645,31,Sudeste,3.5412,2.7204,218030.302,433028.98,344882.45,1428739.0,0.24138940002337728
ES,2025,1,25.31846942779563,21.652786,15.2,5.6381993,8.570087,31,Sudeste,3.5388,2.8191,210085.836,393805.353,362350.73,1428739.0,0.2536157618711325
ES,2025,2,26.221670067196428,21.386364,15.8,6.7390018,10.850649,28,Sudeste,3.5893,3.3695,211377.522,378864.47,352293.853,1428739.0,0.24657677364445152
ES,2025,3,25.281298800751987,21.468328,14.3,5.531734,9.14868,31,Sudeste,3.5367,2.7659,212888.023,412223.063,355135.995,1428739.0,0.24856603970354277
ES,2025,4,23.778880048374045,20.551212,14.4,3.996273,7.7278786,30,Sudeste,3.4543,1.9981,198092.22,405319.085,313428.58,1428739.0,0.21937427339773047
ES,2025,5,21.664077838555777,18.411436,10.5,3.4103925,7.78563,31,Sudeste,3.3415,1.7052,182084.646,437649.165,289162.395,1428739.0,0.2023899361604884
ES,2025,6,20.52399153224219,16.526518,7.6,3.46504,9.380511,30,Sudeste,3.2823,1.7325,175537.849,392066.15,256617.963,1428739.0,0.17961150567038486
ES,2025,7,19.492392288235333,15.469355,7.6,3.732194,9.247742,31,Sudeste,3.2297,1.8661,170051.06,411558.545,256444.024,1428739.0,0.17948976265084107
ES,2025,8,20.10164639104405,15.642581,6.1,4.300459,9.99,31,Sudeste,3.2607,2.1502,176217.634,422854.758,267431.914,1428739.0,0.18718038354101063
ES,2025,9,20.90815904388629,16.855333,6.2,4.682663,9.138333,30,Sudeste,3.3022,2.3413,175507.77,405521.459,270358.81,1428739.0,0.18922897044176717
ES,2025,10,21.86454046995051,18.340523,9.9,4.752814,8.056209,31,Sudeste,3.3521,2.3764,186917.036,390925.673,275962.8,1428739.0,0.19315130335211678
ES,2025,11,23.129101194162367,19.133667,10.7,5.233893,8.938,30,Sudeste,3.4192,2.6169,198388.122,401199.897,313877.038,1428739.0,0.21968815717916287
ES,2025,12,25.11878512984247,21.039677,15.1,6.1489606,9.406129,31,Sudeste,3.5277,3.0745,217978.061,411798.018,347300.652,1428739.0,0.24308194288809923
GO,2021,1,25.031613736752053,20.415693,13.7,5.6740546,9.582739,31,Centro-Oeste,3.5229,2.837,180704.64,459479.968,485208.353,2572930.0,0.18858202632796073
GO,2021,2,24.06330001408386,20.274458,13.5,4.8434906,8.382663,28,Centro-Oeste,3.4697,2.4217,196658.122,459186.379,449252.596,2572930.0,0.17460739157303154
GO,2021,3,24.54440249605122,19.804695,13.7,5.178495,9.84489,31,Centro-Oeste,3.496,2.5892,191047.107,496182.655,455118.582,2572930.0,0.17688727715095243
GO,2021,4,24.21436956838972,18.833708,11.4,4.9402456,10.517135,30,Centro-Oeste,3.478,2.4701,196448.096,479185.893,482279.073,2572930.0,0.18744352664083358
GO,2021,5,23.612937207249576,17.050606,10.5,4.666354,12.233782,31,Centro-Oeste,3.4453,2.3332,186442.18,507183.479,437872.653,2572930.0,0.17018444069601582
GO,2021,6,22.536479658645,15.65082,1.2,4.485298,13.006284,30,Centro-Oeste,3.3876,2.2426,192562.084,492497.782,470879.819,2572930.0,0.183013070312834
GO,2021,7,21.77120757431456,13.799861,0.2,4.86411,14.675453,31,Centro-Oeste,3.3472,2.4321,185189.285,495780.571,429086.046,2572930.0,0.1667694208548231
GO,2021,8,24.87380446089617,17.46306,8.3,5.0599914,13.383117,31,Centro-Oeste,3.5142,2.53,182953.237,507535.514,403725.64,2572930.0,0.15691279591749485
GO,2021,9,28.327124381710647,21.053879,10.2,5.32207,13.892094,30,Centro-Oeste,3.7097,2.661,224473.017,491189.88,529710.871,2572930.0,0.20587846190918527
GO,2021,10,26.04780225890552,21.17212,14.9,5.04692,10.422521,31,Centro-Oeste,3.5795,2.5235,228171.41,513514.41,542745.053,2572930.0,0.21094435254748475
GO,2021,11,24.12902560694025,20.56234,15.0,5.046332,8.525322,30,Centro-Oeste,3.4733,2.5232,215856.406,505733.86,480303.519,2572930.0,0.18667570396396324
GO,2021,12,24.022137963397515,20.505732,14.0,5.2656107,8.299235,31,Centro-Oeste,3.4675,2.6328,214285.317,501258.494,503817.001,2572930.0,0.19581449981149895
GO,2022,1,23.841386715468463,19.974321,13.4,5.5740047,8.973806,31,Centro-Oeste,3.4577,2.787,206159.307,483335.878,465827.258,2572930.0,0.1810493320844329
GO,2022,2,23.938365785638418,20.147211,15.0,5.4620724,9.2020035,28,Centro-Oeste,3.4629,2.731,215961.31,473506.079,469943.975,2572930.0,0.18264934335562957
GO,2022,3,24.572300745241712,20.067297,14.8,5.7525797,10.427399,31,Centro-Oeste,3.4976,2.8763,220279.585,481735.149,480395.305,2572930.0,0.18671137769002655
GO,2022,4,24.48448220011674,19.052692,10.0,5.5887375,11.840257,30,Centro-Oeste,3.4928,2.7944,239263.76,513891.979,485869.698,2572930.0,0.18883906596759337
GO,2022,5,21.461562514004253,15.313152,2.7,4.8611836,13.151241,31,Centro-Oeste,3.3309,2.4306,234778.273,501466.237,476387.294,2572930.0,0.18515361630514626
GO,2022,6,21.72856016124264,15.208216,5.4,4.456242,13.727857,30,Centro-Oeste,3.3449,2.2281,215659.911,509623.552,455276.937,2572930.0,0.17694882371459775
GO,2022,7,22.156547218638675,14.7860155,7.2,4.856981,14.93153,31,Centro-Oeste,3.3675,2.4285,210969.585,506398.312,463005.195,2572930.0,0.17995250356597342
GO,2022,8,23.65212389847113,16.315123,4.7,5.2971907,14.668801,31,Centro-Oeste,3.4474,2.6486,212731.575,516620.729,460731.367,2572930.0,0.179068753133587
GO,2022,9,25.71929223989796,19.419422,8.0,5.151499,13.014325,30,Centro-Oeste,3.5611,2.5757,218586.928,530775.205,502762.995,2572930.0,0.19540484778054593
GO,2022,10,25.620928726408785,20.219637,13.9,5.4885445,11.624317,31,Centro-Oeste,3.5556,2.7443,231036.097,502352.124,541390.583,2572930.0,0.2104179215913375
