uf,ano,mes,temp_media_mensal,temp_minima_mensal,temp_minima_absoluta,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia
BA,2022,10,26.181295444474447,20.864262,13.0,5.4890075,11.038,31,Nordeste,3.587,2.7445
BA,2022,11,24.612524067976015,21.111929,12.9,4.262166,7.9515376,30,Nordeste,3.4998,2.1311
BA,2022,12,24.951389664196128,21.334736,14.5,5.065992,8.105729,31,Nordeste,3.5184,2.533
BA,2023,1,25.598788464982697,21.423416,13.9,6.035751,9.073129,31,Nordeste,3.5544,3.0179
BA,2023,2,26.461220131352206,21.638247,13.9,6.1303835,10.149003,28,Nordeste,3.6028,3.0652
BA,2023,3,25.932010176201576,21.539696,12.2,5.618721,9.434518,31,Nordeste,3.573,2.8094
BA,2023,4,25.81386625684261,21.438135,14.2,4.9118967,9.575408,30,Nordeste,3.5664,2.4559
BA,2023,5,24.24555862076937,20.302526,10.9,4.223968,8.863899,31,Nordeste,3.4797,2.112
BA,2023,6,22.927247418095536,18.392786,10.3,4.1032343,9.766785,30,Nordeste,3.4084,2.0516
BA,2023,7,22.78442416249603,17.682722,8.8,4.3654037,10.807766,31,Nordeste,3.4008,2.1827
BA,2023,8,24.0426564905378,18.794458,10.7,4.805526,11.180392,31,Nordeste,3.4686,2.4028
BA,2023,9,25.250666958777643,19.81586,11.1,5.612949,11.567696,30,Nordeste,3.535,2.8065
BA,2023,10,26.904649953532275,21.190834,13.2,6.196162,11.995376,31,Nordeste,3.6279,3.0981
BA,2023,11,27.355864743890017,21.862743,14.5,6.0755486,11.663162,30,Nordeste,3.6536,3.0378
BA,2023,12,27.52933649769972,22.234196,15.2,6.034985,11.341391,31,Nordeste,3.6636,3.0175
BA,2024,1,26.932459496012044,22.707718,15.1,5.499392,9.423157,31,Nordeste,3.6295,2.7497
BA,2024,2,26.08332867813269,22.31052,13.2,5.342658,8.467857,29,Nordeste,3.5815,2.6713
BA,2024,3,27.26738633554785,22.857899,15.3,5.614558,9.475185,31,Nordeste,3.6486,2.8073
BA,2024,4,26.032956707422315,22.635958,15.5,4.4278264,7.864504,30,Nordeste,3.5786,2.2139
BA,2024,5,24.77295066488037,20.606468,11.7,4.2898264,9.180085,31,Nordeste,3.5086,2.1449
BA,2024,6,23.409136379932903,19.339567,10.9,3.9330919,8.898284,30,Nordeste,3.4343,1.9665
BA,2024,7,22.738187876804847,17.806862,7.3,4.1455984,10.265873,31,Nordeste,3.3983,2.0728
BA,2024,8,23.469328290804988,18.490927,9.6,4.600081,10.445081,31,Nordeste,3.4376,2.3
BA,2024,9,24.575715644005506,18.740543,10.6,5.380415,11.769215,30,Nordeste,3.4978,2.6902
BA,2024,10,26.66872926939561,21.607162,13.7,5.3704567,10.613552,31,Nordeste,3.6145,2.6852
BA,2024,11,26.07042856429928,21.934044,14.0,5.025192,8.957622,30,Nordeste,3.5808,2.5126
BA,2024,12,27.21371026850948,22.290813,13.6,5.80406,10.511511,31,Nordeste,3.6455,2.902
BA,2025,1,26.231807036407183,22.244904,16.4,5.246397,9.064834,31,Nordeste,3.5898,2.6232
BA,2025,2,26.204046067719798,21.614014,13.8,5.8399754,10.024076,28,Nordeste,3.5883,2.92
BA,2025,3,26.728999920390244,21.815231,15.1,5.770033,10.648953,31,Nordeste,3.6179,2.885
BA,2025,4,26.598840186862336,22.068441,15.1,5.0204263,9.992822,30,Nordeste,3.6105,2.5102
BA,2025,5,24.122886673536694,20.237038,11.7,4.3040333,8.618519,31,Nordeste,3.473,2.152
BA,2025,6,23.22481558388396,18.664757,10.0,4.597684,9.742341,30,Nordeste,3.4244,2.2988
BA,2025,7,22.370014334549232,17.46612,9.7,4.6639514,10.342478,31,Nordeste,3.3788,2.332
BA,2025,8,23.27571441210907,17.976606,8.9,5.158128,11.0724945,31,Nordeste,3.4271,2.5791
BA,2025,9,24.539950853345744,19.063126,9.2,5.1956124,11.475516,30,Nordeste,3.4958,2.5978
BA,2025,10,25.648417839567163,20.336098,12.1,5.5386887,11.1987705,31,Nordeste,3.5571,2.7693
BA,2025,11,26.280946511141472,21.66352,14.5,5.356972,10.17408,30,Nordeste,3.5926,2.6785
BA,2025,12,26.10151644771059,21.34582,13.6,5.6899414,10.424315,31,Nordeste,3.5825,2.845
CE,2021,1,26.98431882777097,23.270895,18.3,4.6344604,8.662687,31,Nordeste,3.6324,2.3172
CE,2021,2,26.96618931918037,23.163637,17.1,4.831415,8.701818,28,Nordeste,3.6314,2.4157
CE,2021,3,26.08671171749488,22.73272,18.5,4.7999086,7.971429,31,Nordeste,3.5817,2.4
CE,2021,4,26.120718999953247,22.689499,18.3,4.673974,7.875,30,Nordeste,3.5836,2.337
CE,2021,5,25.4802988932317,22.036459,16.8,3.8695645,7.632292,31,Nordeste,3.5478,1.9348
CE,2021,6,26.351317453369177,21.905556,16.0,4.0429583,9.782778,30,Nordeste,3.5966,2.0215
CE,2021,7,26.997884570626248,22.252113,17.5,4.176987,9.772301,31,Nordeste,3.6332,2.0885
CE,2021,8,28.547559428703764,23.197874,19.3,4.9916005,10.752128,31,Nordeste,3.7225,2.4958
CE,2021,9,29.4373827877446,23.838123,19.7,5.427698,11.250829,30,Nordeste,3.7747,2.7138
CE,2021,10,30.02677549366985,24.981182,20.1,5.216472,10.30914,31,Nordeste,3.8096,2.6082
CE,2021,11,30.320888966155003,25.996067,22.7,4.6223655,8.820786,30,Nordeste,3.8271,2.3112
CE,2021,12,29.722636794304638,25.652174,21.7,4.404493,8.538043,31,Nordeste,3.7915,2.2022
CE,2022,1,27.212540905296475,23.539246,19.4,4.0167985,8.012366,31,Nordeste,3.6454,2.0084
CE,2022,2,28.331093810250167,24.351635,19.3,4.368202,8.1575165,28,Nordeste,3.7099,2.1841
CE,2022,3,26.669859402389434,23.453846,18.6,3.537754,6.704102,31,Nordeste,3.6146,1.7689
CE,2022,4,26.321028737161065,23.102976,18.5,3.8556998,6.9446425,30,Nordeste,3.5949,1.9278
CE,2022,5,26.3040399414696,23.09708,19.1,3.9027126,6.7124085,31,Nordeste,3.5939,1.9514
CE,2022,6,26.225195187972886,22.340496,17.6,3.6326728,7.2735534,30,Nordeste,3.5895,1.8163
CE,2022,7,25.972932747250184,21.897402,16.5,3.3027391,7.343507,31,Nordeste,3.5753,1.6514
CE,2022,8,26.445781773562384,21.200922,14.4,5.406576,10.843692,31,Nordeste,3.6019,2.7033
CE,2022,9,27.51960845224811,22.29822,16.7,5.989985,11.644214,30,Nordeste,3.663,2.995
CE,2022,10,28.10711636982478,22.99218,15.4,5.9584675,11.316201,31,Nordeste,3.6969,2.9792
CE,2022,11,26.846971188323558,22.578453,13.3,5.510901,10.034254,30,Nordeste,3.6246,2.7555
CE,2022,12,27.104657623137168,22.648636,17.0,5.391254,10.264517,31,Nordeste,3.6393,2.6956
CE,2023,1,26.536662706814333,22.577778,16.1,5.073329,9.425926,31,Nordeste,3.607,2.5367
CE,2023,2,26.26397886678024,22.492262,17.2,4.911256,8.893155,28,Nordeste,3.5916,2.4556
CE,2023,3,25.35785520747502,22.093035,16.4,4.6418447,8.18764,31,Nordeste,3.541,2.3209
CE,2023,4,25.25030553981524,21.962717,15.7,5.3820543,8.096296,30,Nordeste,3.535,2.691
CE,2023,5,26.309753143602272,22.69433,15.4,4.741471,8.31701,31,Nordeste,3.5942,2.3707
CE,2023,6,26.283728468382364,22.20274,16.4,3.7587652,8.998082,30,Nordeste,3.5928,1.8794
CE,2023,7,26.61517263337405,21.73937,14.5,4.448802,10.627821,31,Nordeste,3.6115,2.2244
CE,2023,8,27.301219539974092,22.130676,15.2,4.821172,11.571014,31,Nordeste,3.6505,2.4106
CE,2023,9,28.42358146693636,23.115316,14.2,5.477873,11.715991,30,Nordeste,3.7153,2.7389
CE,2023,10,28.52131141818087,23.34372,15.7,5.456181,11.8374405,31,Nordeste,3.7209,2.7281
CE,2023,11,28.820940951977125,23.894472,17.4,4.902313,10.899749,30,Nordeste,3.7384,2.4512
CE,2023,12,28.8149500721576,24.271862,19.0,4.8803997,10.073256,31,Nordeste,3.7381,2.4402
CE,2024,1,28.26666111661733,24.165894,18.2,4.544522,9.020649,31,Nordeste,3.7061,2.2723
CE,2024,2,27.69131305366422,23.898472,17.9,4.40163,8.539695,29,Nordeste,3.6729,2.2008
CE,2024,3,26.83622804082984,23.627748,17.8,4.4281693,7.664,31,Nordeste,3.624,2.2141
CE,2024,4,26.582755428689268,23.484957,17.4,3.7872612,7.3863506,30,Nordeste,3.6096,1.8936
CE,2024,5,26.98231110178549,23.377193,17.9,4.15988,7.8277187,31,Nordeste,3.6323,2.0799
CE,2024,6,26.638498806834484,22.544487,15.8,4.5545764,8.535741,30,Nordeste,3.6128,2.2773
CE,2024,7,27.398989262046243,21.82336,16.2,4.474944,10.821311,31,Nordeste,3.6561,2.2375
CE,2024,8,28.17743704209517,21.854586,16.0,4.363803,11.918808,31,Nordeste,3.701,2.1819
CE,2024,9,29.39696442240131,23.38071,15.8,4.6840453,11.522334,30,Nordeste,3.7723,2.342
CE,2024,10,30.233062756114105,24.508081,20.7,4.7745442,11.303535,31,Nordeste,3.8219,2.3873
CE,2024,11,29.71980401593345,24.068024,21.0,4.5505447,11.930233,30,Nordeste,3.7914,2.2753
CE,2024,12,30.287173621268767,25.387745,20.6,4.8805995,9.605392,31,Nordeste,3.8251,2.4403
CE,2025,1,29.115261290363915,25.044628,20.9,4.107395,8.160744,31,Nordeste,3.7557,2.0537
CE,2025,2,28.599777337608284,24.568047,21.3,4.420156,8.287574,28,Nordeste,3.7255,2.2101
CE,2025,3,27.286408033591897,23.759184,21.0,4.288577,8.141497,31,Nordeste,3.6497,2.1443
CE,2025,4,27.72429357757292,23.902779,21.0,3.9361787,8.555555,30,Nordeste,3.6748,1.9681
CE,2025,5,27.75225208819463,23.25685,19.8,2.9624794,9.439726,31,Nordeste,3.6764,1.4812
CE,2025,6,27.72987995001359,23.412949,20.0,2.4011335,8.928777,30,Nordeste,3.6751,1.2006
CE,2025,7,28.65388744801912,23.776224,17.5,2.6114514,9.201398,31,Nordeste,3.7287,1.3057
CE,2025,8,28.48887535774762,23.086885,19.6,4.146529,10.988524,31,Nordeste,3.7191,2.0733
CE,2025,9,30.10134171454284,25.123158,21.4,4.2329254,9.841052,30,Nordeste,3.814,2.1165
CE,2025,10,29.23738681558591,23.996052,22.0,6.0483737,11.494737,31,Nordeste,3.7629,3.0242
CE,2025,11,28.441666825612383,23.5075,21.8,6.9080906,11.9325,30,Nordeste,3.7163,3.454
CE,2025,12,28.871271160201285,24.426414,22.9,4.8054357,10.603773,31,Nordeste,3.7414,2.4027
DF,2021,1,22.31352189744081,17.392157,12.4,6.0790243,10.517647,31,Centro-Oeste,3.3758,3.0395
DF,2021,2,21.256959113673734,18.02143,14.8,4.705864,8.2842865,28,Centro-Oeste,3.3203,2.3529
DF,2021,3,21.89413070277561,17.139355,11.2,5.5114822,10.550968,31,Centro-Oeste,3.3536,2.7557
DF,2021,4,21.06890815145152,16.394001,8.8,4.8257103,10.345334,30,Centro-Oeste,3.3105,2.4129
DF,2021,5,20.30244623819987,14.4477415,8.7,4.9442487,12.23742,31,Centro-Oeste,3.271,2.4721
DF,2021,6,19.71752774556478,13.641333,5.9,4.931927,12.500667,30,Centro-Oeste,3.2411,2.466
DF,2021,7,18.88255378969254,12.044517,4.9,5.3589425,13.9096775,31,Centro-Oeste,3.199,2.6795
DF,2021,8,21.1890965294537,14.756775,8.7,5.7226624,12.825807,31,Centro-Oeste,3.3167,2.8613
DF,2021,9,24.934131206098648,17.605333,10.4,5.985088,14.301333,30,Centro-Oeste,3.5175,2.9925
DF,2021,10,23.39329736345005,18.51484,14.1,5.44194,10.890323,31,Centro-Oeste,3.4335,2.721
DF,2021,11,21.7315463104564,18.239332,14.3,4.7986503,8.207334,30,Centro-Oeste,3.3451,2.3993
DF,2021,12,21.53862709016552,18.269678,13.3,4.9030566,8.067097,31,Centro-Oeste,3.335,2.4515
DF,2022,1,21.65395164899929,17.564516,11.7,5.507875,8.969032,31,Centro-Oeste,3.341,2.7539
DF,2022,2,21.588956398925596,17.992142,14.5,5.128171,8.789286,28,Centro-Oeste,3.3376,2.5641
DF,2022,3,22.326129043743173,17.457418,13.0,5.773445,10.770323,31,Centro-Oeste,3.3764,2.8867
DF,2022,4,22.4293334113227,17.091333,12.0,5.5979457,11.332001,30,Centro-Oeste,3.3819,2.799
DF,2022,5,19.760658100622177,14.070968,1.4,5.0741024,12.174193,31,Centro-Oeste,3.2433,2.5371
DF,2022,6,19.830042263897145,13.216001,6.7,5.054895,13.482,30,Centro-Oeste,3.2468,2.5274
DF,2022,7,19.538508511844352,12.955483,6.2,5.3599877,13.306452,31,Centro-Oeste,3.2321,2.68
DF,2022,8,21.44190854308426,14.742581,8.1,5.6622024,13.4,31,Centro-Oeste,3.3299,2.8311
DF,2022,9,23.33051296236604,16.896,9.5,5.574753,12.898667,30,Centro-Oeste,3.4301,2.7874
DF,2022,10,23.898037276470983,18.426453,11.7,5.7787285,11.465806,31,Centro-Oeste,3.4608,2.8894
DF,2022,11,21.28476679942545,17.036,13.0,5.2634196,9.666,30,Centro-Oeste,3.3217,2.6317
DF,2022,12,21.166809452345387,18.008442,13.9,4.7139177,7.576624,31,Centro-Oeste,3.3156,2.357
DF,2023,1,21.252763450306087,17.487743,13.5,5.4429603,8.994193,31,Centro-Oeste,3.3201,2.7215
DF,2023,2,22.76826620659348,17.725716,13.5,6.1301403,10.805715,28,Centro-Oeste,3.3999,3.0651
DF,2023,3,21.807652882981216,17.294193,10.8,5.1252832,10.027742,31,Centro-Oeste,3.3491,2.5626
DF,2023,4,21.42476341354779,17.295334,12.8,4.7470875,9.716001,30,Centro-Oeste,3.329,2.3735
DF,2023,5,20.57540771322858,14.665162,9.6,5.2130885,12.172904,31,Centro-Oeste,3.285,2.6065
DF,2023,6,19.709111133151584,13.878667,8.6,4.795186,12.022667,30,Centro-Oeste,3.2407,2.3976
DF,2023,7,20.180392705374317,13.84,6.8,4.8974566,12.863872,31,Centro-Oeste,3.2647,2.4487
DF,2023,8,22.141217018642035,15.711614,7.9,5.2121778,13.301936,31,Centro-Oeste,3.3667,2.6061
DF,2023,9,24.56772072950432,18.46,13.4,5.896444,12.514667,30,Centro-Oeste,3.4973,2.9482
DF,2023,10,24.98018051028784,19.40903,16.0,5.9687104,11.772903,31,Centro-Oeste,3.52,2.9844
DF,2023,11,24.66083534397245,19.116667,14.1,6.2121596,12.024,30,Centro-Oeste,3.5024,3.1061
DF,2023,12,23.75495116460956,18.721935,12.9,5.8590107,11.069677,31,Centro-Oeste,3.453,2.9295
DF,2024,1,22.50219190414282,18.90903,15.0,5.2455544,8.66129,31,Centro-Oeste,3.3858,2.6228
DF,2024,2,22.48592801590283,18.538622,14.6,5.342262,8.908965,29,Centro-Oeste,3.3849,2.6711
DF,2024,3,23.0588197877662,19.224516,16.4,4.9526777,9.421936,31,Centro-Oeste,3.4155,2.4763
DF,2024,4,22.841838109850308,18.553333,14.9,5.1411743,9.5373335,30,Centro-Oeste,3.4039,2.5706
DF,2024,5,21.53135687679596,15.531612,10.6,5.3366714,12.247097,31,Centro-Oeste,3.3346,2.6683
DF,2024,6,19.861788590496133,13.723333,7.3,4.9151664,12.674666,30,Centro-Oeste,3.2485,2.4576
DF,2024,7,19.96601459043218,13.1567745,7.0,5.293081,13.60258,31,Centro-Oeste,3.2538,2.6465
DF,2024,8,21.411141944518395,14.143871,7.1,5.7044053,14.379355,31,Centro-Oeste,3.3283,2.8522
DF,2024,9,24.895739501401,17.313334,7.1,6.369007,14.55,30,Centro-Oeste,3.5154,3.1845
DF,2024,10,23.748638728940403,19.095484,12.1,4.8490496,10.428388,31,Centro-Oeste,3.4527,2.4245
DF,2024,11,22.00625837278351,18.634,16.3,4.762861,8.2126665,30,Centro-Oeste,3.3595,2.3814
DF,2024,12,22.482181852870085,18.434195,14.7,5.169732,9.456129,31,Centro-Oeste,3.3847,2.5849
DF,2025,1,22.07621784932483,18.526453,15.3,5.337435,8.632258,31,Centro-Oeste,3.3632,2.6687
DF,2025,2,22.913914287164346,17.78857,13.2,6.3330345,10.827144,28,Centro-Oeste,3.4077,3.1665
DF,2025,3,23.12831773612861,18.319355,13.8,5.7221856,10.603226,31,Centro-Oeste,3.4192,2.8611
DF,2025,4,22.406771769500587,18.243334,15.5,4.8903637,9.671333,30,Centro-Oeste,3.3807,2.4452
DF,2025,5,20.342314145809137,15.551613,11.4,4.865606,10.284516,31,Centro-Oeste,3.273,2.4328
DF,2025,6,19.84379346285465,14.147334,7.8,4.8506374,12.000667,30,Centro-Oeste,3.2475,2.4253
DF,2025,7,19.686589590209877,13.452903,8.4,5.140225,12.710322,31,Centro-Oeste,3.2396,2.5701
DF,2025,8,21.600426648654015,14.760645,5.8,5.788052,13.832258,31,Centro-Oeste,3.3382,2.894
DF,2025,9,23.662008056640627,17.441334,11.8,5.81973,12.609333,30,Centro-Oeste,3.448,2.9099
DF,2025,10,23.766072508467307,18.083872,12.6,5.9689956,11.7290325,31,Centro-Oeste,3.4536,2.9845
DF,2025,11,23.1280556233724,18.418667,14.2,5.685203,10.436,30,Centro-Oeste,3.4192,2.8426
DF,2025,12,22.021951380261974,18.180645,13.8,5.087168,8.903226,31,Centro-Oeste,3.3604,2.5436
ES,2021,1,25.68714378376893,21.241823,14.4,6.317329,9.983378,31,Sudeste,3.5593,3.1587
ES,2021,2,24.929377309736363,21.206867,15.3,4.7944827,8.52555,28,Sudeste,3.5172,2.3972
ES,2021,3,25.50594111293505,20.855862,15.1,5.666079,10.241396,31,Sudeste,3.5492,2.833
ES,2021,4,23.725711921650703,19.375517,10.9,4.425665,9.151289,30,Sudeste,3.4514,2.2128
ES,2021,5,22.73391312287791,18.225685,9.3,3.6233666,9.600499,31,Sudeste,3.3981,1.8117
ES,2021,6,21.19371235280077,16.828093,8.3,3.372972,9.055671,30,Sudeste,3.317,1.6865
ES,2021,7,20.34992790747708,15.185038,6.6,3.7320387,10.308727,31,Sudeste,3.2734,1.866
ES,2021,8,21.176065240608597,16.398695,5.7,3.8760567,9.6462145,31,Sudeste,3.3161,1.938
ES,2021,9,23.653830766127367,18.945505,9.2,4.40634,9.792416,30,Sudeste,3.4475,2.2032
ES,2021,10,23.204121493007143,20.000532,12.4,3.532047,6.7271276,31,Sudeste,3.4233,1.766
ES,2021,11,22.85941895871247,19.44512,9.6,4.518123,7.490765,30,Sudeste,3.4048,2.2591
ES,2021,12,23.75217593845594,20.477749,13.7,4.6573434,7.763089,31,Sudeste,3.4528,2.3287
ES,2022,1,25.44066666299961,21.305458,14.7,5.801574,9.585112,31,Sudeste,3.5456,2.9008
ES,2022,2,24.989545455929772,21.538673,16.4,4.9134192,8.555525,28,Sudeste,3.5205,2.4567
ES,2022,3,25.790248023212172,21.209951,14.3,5.475095,10.152239,31,Sudeste,3.5651,2.7375
ES,2022,4,24.403707888174587,19.929487,12.1,4.781537,10.342565,30,Sudeste,3.4883,2.3908
ES,2022,5,21.724662779167705,17.352262,3.9,3.7028027,9.997236,31,Sudeste,3.3447,1.8514
ES,2022,6,20.118759280445406,15.539743,5.1,3.5979753,10.600769,30,Sudeste,3.2616,1.799
ES,2022,7,20.553197432265645,15.991315,8.3,3.7150044,10.514144,31,Sudeste,3.2838,1.8575
ES,2022,8,20.666344827028176,16.11067,7.0,4.062144,10.183374,31,Sudeste,3.2897,2.0311
ES,2022,9,21.13155437082079,17.076666,5.9,4.139308,9.31436,30,Sudeste,3.3138,2.0697
ES,2022,10,23.819091571220284,19.91092,11.8,5.09598,9.161786,31,Sudeste,3.4565,2.548
ES,2022,11,22.54782920123225,19.226154,9.7,4.427424,7.608718,30,Sudeste,3.3882,2.2137
ES,2022,12,23.630405262051926,20.639,14.1,4.2532234,7.2007504,31,Sudeste,3.4463,2.1266
ES,2023,1,24.79092108224325,21.429838,15.5,4.9602146,8.166936,31,Sudeste,3.5096,2.4801
ES,2023,2,26.00963169025221,21.671726,15.9,6.079529,10.119941,28,Sudeste,3.5773,3.0398
ES,2023,3,25.452448603555904,21.021774,14.5,5.540114,10.224731,31,Sudeste,3.5462,2.7701
ES,2023,4,23.80449654070006,20.476389,14.0,3.7711408,8.074445,30,Sudeste,3.4557,1.8856
ES,2023,5,21.43966289562795,17.67527,8.5,3.5520918,8.843011,31,Sudeste,3.3298,1.776
ES,2023,6,20.562652306702592,16.123333,7.3,3.7294946,10.333333,30,Sudeste,3.2843,1.8647
ES,2023,7,20.260155159622503,16.207527,6.3,3.445682,9.165322,31,Sudeste,3.2688,1.7228
ES,2023,8,21.59119623109004,17.62715,8.4,4.0305367,9.134946,31,Sudeste,3.3377,2.0153
ES,2023,9,22.85120451486996,18.831667,11.5,4.788188,9.136111,30,Sudeste,3.4044,2.3941
ES,2023,10,24.361945755879105,20.957386,14.0,4.7223525,8.237499,31,Sudeste,3.486,2.3612
ES,2023,11,25.86074708720245,21.187065,12.3,6.319591,10.663407,30,Sudeste,3.569,3.1598
ES,2023,12,26.58624985539323,22.269396,15.3,6.1054063,10.000711,31,Sudeste,3.6098,3.0527
ES,2024,1,25.752539405222805,22.288712,16.5,5.507048,8.3819895,31,Sudeste,3.5629,2.7535
ES,2024,2,25.680816475986664,21.995401,15.3,5.5953374,8.873851,29,Sudeste,3.5589,2.7977
ES,2024,3,26.608057071370027,23.053022,15.6,5.3437614,8.389835,31,Sudeste,3.6111,2.6719
ES,2024,4,24.66373323173443,21.03255,14.1,4.76183,8.275167,30,Sudeste,3.5026,2.3809
ES,2024,5,24.389836234024763,20.426027,11.5,3.9882932,8.74452,31,Sudeste,3.4876,1.9941
ES,2024,6,22.35919479444653,17.649454,9.0,3.790828,9.889818,30,Sudeste,3.3782,1.8954
ES,2024,7,21.911894069876634,17.132204,8.8,3.9007647,10.29356,31,Sudeste,3.3546,1.9504
ES,2024,8,21.555912840918843,16.790588,7.6,4.5139656,10.442942,31,Sudeste,3.3359,2.257
ES,2024,9,23.42821807307472,18.590555,10.5,5.1496534,10.731667,30,Sudeste,3.4353,2.5748
ES,2024,10,23.73450194997301,20.106722,10.9,4.6464167,8.348925,31,Sudeste,3.4519,2.3232
ES,2024,11,23.838088940633725,20.174723,13.1,5.2765837,8.277778,30,Sudeste,3.4575,2.6383
ES,2024,12,25.362767059863703,21.727957,14.3,5.4408283,8.405645,31,Sudeste,3.5412,2.7204
ES,2025,1,25.31846942779563,21.652786,15.2,5.6381993,8.570087,31,Sudeste,3.5388,2.8191
ES,2025,2,26.221670067196428,21.386364,15.8,6.7390018,10.850649,28,Sudeste,3.5893,3.3695
ES,2025,3,25.281298800751987,21.468328,14.3,5.531734,9.14868,31,Sudeste,3.5367,2.7659
ES,2025,4,23.778880048374045,20.551212,14.4,3.996273,7.7278786,30,Sudeste,3.4543,1.9981
ES,2025,5,21.664077838555777,18.411436,10.5,3.4103925,7.78563,31,Sudeste,3.3415,1.7052
ES,2025,6,20.52399153224219,16.526518,7.6,3.46504,9.380511,30,Sudeste,3.2823,1.7325
ES,2025,7,19.492392288235333,15.469355,7.6,3.732194,9.247742,31,Sudeste,3.2297,1.8661
ES,2025,8,20.10164639104405,15.642581,6.1,4.300459,9.99,31,Sudeste,3.2607,2.1502
ES,2025,9,20.90815904388629,16.855333,6.2,4.682663,9.138333,30,Sudeste,3.3022,2.3413
ES,2025,10,21.86454046995051,18.340523,9.9,4.752814,8.056209,31,Sudeste,3.3521,2.3764
ES,2025,11,23.129101194162367,19.133667,10.7,5.233893,8.938,30,Sudeste,3.4192,2.6169
ES,2025,12,25.11878512984247,21.039677,15.1,6.1489606,9.406129,31,Sudeste,3.5277,3.0745
GO,2021,1,25.031613736752053,20.415693,13.7,5.6740546,9.582739,31,Centro-Oeste,3.5229,2.837
GO,2021,2,24.06330001408386,20.274458,13.5,4.8434906,8.382663,28,Centro-Oeste,3.4697,2.4217
GO,2021,3,24.54440249605122,19.804695,13.7,5.178495,9.84489,31,Centro-Oeste,3.496,2.5892
GO,2021,4,24.21436956838972,18.833708,11.4,4.9402456,10.517135,30,Centro-Oeste,3.478,2.4701
GO,2021,5,23.612937207249576,17.050606,10.5,4.666354,12.233782,31,Centro-Oeste,3.4453,2.3332
GO,2021,6,22.536479658644996,15.65082,1.2,4.485298,13.006284,30,Centro-Oeste,3.3876,2.2426
GO,2021,7,21.77120757431456,13.799861,0.2,4.86411,14.675453,31,Centro-Oeste,3.3472,2.4321
GO,2021,8,24.873804460896174,17.46306,8.3,5.0599914,13.383117,31,Centro-Oeste,3.5142,2.53
GO,2021,9,28.327124381710647,21.053879,10.2,5.32207,13.892094,30,Centro-Oeste,3.7097,2.661
GO,2021,10,26.04780225890552,21.17212,14.9,5.04692,10.422521,31,Centro-Oeste,3.5795,2.5235
GO,2021,11,24.12902560694025,20.56234,15.0,5.046332,8.525322,30,Centro-Oeste,3.4733,2.5232
GO,2021,12,24.022137963397515,20.505732,14.0,5.2656107,8.299235,31,Centro-Oeste,3.4675,2.6328
GO,2022,1,23.841386715468463,19.974321,13.4,5.5740047,8.973806,31,Centro-Oeste,3.4577,2.787
GO,2022,2,23.938365785638418,20.147211,15.0,5.4620724,9.2020035,28,Centro-Oeste,3.4629,2.731
GO,2022,3,24.572300745241712,20.067297,14.8,5.7525797,10.427399,31,Centro-Oeste,3.4976,2.8763
GO,2022,4,24.48448220011674,19.052692,10.0,5.5887375,11.840257,30,Centro-Oeste,3.4928,2.7944
GO,2022,5,21.461562514004253,15.313152,2.7,4.8611836,13.151241,31,Centro-Oeste,3.3309,2.4306
GO,2022,6,21.72856016124264,15.208216,5.4,4.456242,13.727857,30,Centro-Oeste,3.3449,2.2281
GO,2022,7,22.156547218638675,14.7860155,7.2,4.856981,14.93153,31,Centro-Oeste,3.3675,2.4285
GO,2022,8,23.65212389847113,16.315123,4.7,5.2971907,14.668801,31,Centro-Oeste,3.4474,2.6486
GO,2022,9,25.71929223989796,19.419422,8.0,5.151499,13.014325,30,Centro-Oeste,3.5611,2.5757
GO,2022,10,25.620928726408785,20.219637,13.9,5.4885445,11.624317,31,Centro-Oeste,3.5556,2.7443
GO,2022,11,23.833208898758038,19.015066,12.6,5.628271,10.433333,30,Centro-Oeste,3.4572,2.8141
GO,2022,12,23.64697030321605,20.309525,15.6,4.8576565,7.8385034,31,Centro-Oeste,3.4471,2.4288
GO,2023,1,23.295520387234884,19.779404,14.6,5.2352123,8.447832,31,Centro-Oeste,3.4282,2.6176
GO,2023,2,24.658107670123137,20.263433,14.5,5.72387,10.251343,28,Centro-Oeste,3.5023,2.8619
GO,2023,3,23.902591263117053,19.779167,13.2,4.8349,9.543414,31,Centro-Oeste,3.461,2.4174
GO,2023,4,23.656177217835424,19.387777,11.5,4.640422,9.803333,30,Centro-Oeste,3.4476,2.3202
GO,2023,5,22.592139464937407,16.316074,7.4,4.686597,12.83386,31,Centro-Oeste,3.3906,2.3433
GO,2023,6,21.690376697335605,15.245466,8.3,4.364703,13.1307,30,Centro-Oeste,3.3429,2.1824
GO,2023,7,22.66966158143732,15.600686,6.9,4.523099,13.81454,31,Centro-Oeste,3.3947,2.2615
GO,2023,8,24.664730289761096,17.98445,9.1,4.6846743,13.512126,31,Centro-Oeste,3.5026,2.3423
GO,2023,9,27.39048852645067,21.057505,11.9,5.2584386,12.795691,30,Centro-Oeste,3.6556,2.6292
GO,2023,10,27.401859835884604,21.950542,16.0,5.846398,11.819648,31,Centro-Oeste,3.6563,2.9232
GO,2023,11,26.84350333182111,21.384918,15.5,6.224093,11.943207,30,Centro-Oeste,3.6244,3.112
GO,2023,12,26.08104264149543,21.183357,14.6,6.120752,10.798025,31,Centro-Oeste,3.5813,3.0604
