uf,ano,mes,temp_media_mensal,temp_minima_mensal,temp_minima_absoluta,radiacao_kwh_m2_dia,amplitude_termica_diaria,n_dias,regiao_br,cop_ashp_agua,energia_solar_util_kwh_m2_dia
MT,2025,1,25.64579054664102,22.445404,16.9,4.4928637,7.670752,31,Centro-Oeste,3.557,2.2464
MT,2025,2,25.67949214030036,22.223839,16.2,4.513701,8.319349,28,Centro-Oeste,3.5589,2.2569
MT,2025,3,26.110967967558302,22.443916,17.5,4.5474105,8.598071,31,Centro-Oeste,3.583,2.2737
MT,2025,4,25.842387308804287,22.359758,17.8,4.054461,8.023752,30,Centro-Oeste,3.568,2.0272
MT,2025,5,24.951224051241823,19.85008,9.8,4.640968,10.4904995,31,Centro-Oeste,3.5184,2.3205
MT,2025,6,24.03449338709611,18.360268,9.0,4.2792993,11.896494,30,Centro-Oeste,3.4682,2.1396
MT,2025,7,23.274267946369505,15.784236,8.5,4.833709,14.974045,31,Centro-Oeste,3.427,2.4169
MT,2025,8,26.068122216385653,18.392916,7.7,5.1623683,14.895881,31,Centro-Oeste,3.5806,2.5812
MT,2025,9,28.28189830616442,21.810675,13.6,5.1351624,13.460486,30,Centro-Oeste,3.707,2.5676
MT,2025,10,27.40986347714298,22.131578,15.5,5.2222857,11.121578,31,Centro-Oeste,3.6567,2.6111
MT,2025,11,26.91542567987167,22.384832,12.2,5.3955297,10.063668,30,Centro-Oeste,3.6285,2.6978
MT,2025,12,25.45371611961817,22.255527,17.1,4.7113113,7.796315,31,Centro-Oeste,3.5463,2.3557
PA,2021,1,26.101786570873536,22.820803,20.2,4.14493,7.9974456,31,Norte,3.5825,2.0725
PA,2021,2,25.6323568686974,22.92281,20.5,3.9167376,7.002444,28,Norte,3.5562,1.9584
PA,2021,3,25.35703309064527,22.474674,20.1,4.451617,7.5257573,31,Norte,3.5409,2.2258
PA,2021,4,26.16311082873859,23.014427,20.7,4.7587366,7.9978,30,Norte,3.586,2.3794
PA,2021,5,26.45196317915928,22.557701,16.8,5.102191,8.918826,31,Norte,3.6022,2.5511
PA,2021,6,26.488846108128325,21.892614,15.8,5.1785946,10.268182,30,Norte,3.6043,2.5893
PA,2021,7,26.61479225116982,21.349075,15.5,4.552195,11.287863,31,Norte,3.6115,2.2761
PA,2021,8,27.607444833731705,21.744566,14.0,5.3593855,11.970653,31,Norte,3.6681,2.6797
PA,2021,9,27.759285775831767,23.415937,19.1,4.541783,9.469687,30,Norte,3.6768,2.2709
PA,2021,10,27.785047976684368,23.790493,19.2,4.8648424,8.965399,31,Norte,3.6783,2.4324
PA,2021,11,26.99124958493381,23.72738,21.2,4.5779314,7.813889,30,Norte,3.6328,2.289
PA,2021,12,26.516960048732027,23.76867,19.5,3.7923408,6.7078333,31,Norte,3.6059,1.8962
PA,2022,1,25.52056758197873,22.608837,18.4,4.3685517,7.1506977,31,Norte,3.55,2.1843
PA,2022,2,26.03689656257443,22.858374,18.1,4.528416,7.7413793,28,Norte,3.5789,2.2642
PA,2022,3,25.49263630042454,22.727877,18.0,4.1234393,7.082743,31,Norte,3.5484,2.0617
PA,2022,4,26.044174573249045,22.93109,0.0,4.157455,7.9334106,30,Norte,3.5793,2.0787
PA,2022,5,26.00131496194756,22.043325,0.0,4.1829896,9.2403755,31,Norte,3.5769,2.0915
PA,2022,6,25.94198068646598,21.85763,15.7,4.5978937,9.59623,30,Norte,3.5735,2.2989
PA,2022,7,26.71817944415113,21.878489,15.5,4.8628345,10.561905,31,Norte,3.6173,2.4314
PA,2022,8,27.16143945023921,22.114084,15.5,5.141693,10.981338,31,Norte,3.6425,2.5708
PA,2022,9,27.902729490616466,22.941303,15.1,5.322562,10.848551,30,Norte,3.6851,2.6613
PA,2022,10,28.025573367283307,23.845276,19.6,4.7112403,9.1021385,31,Norte,3.6922,2.3556
PA,2022,11,26.918287096651994,23.480354,19.9,4.3407454,7.8426323,30,Norte,3.6287,2.1704
PA,2022,12,26.44713712033515,23.296953,19.9,4.1301885,7.3300953,31,Norte,3.602,2.0651
PA,2023,1,25.795771961195097,22.88423,19.4,4.021443,7.025974,31,Norte,3.5654,2.0107
PA,2023,2,25.82279707450298,22.918219,19.5,4.0654206,7.1082997,28,Norte,3.5669,2.0327
PA,2023,3,25.770999157026992,23.043922,19.9,4.052766,6.7933335,31,Norte,3.564,2.0264
PA,2023,4,26.12027266136031,23.115551,20.1,4.2629156,7.277106,30,Norte,3.5836,2.1315
PA,2023,5,26.65465961944977,23.398413,20.9,4.2814007,7.8331566,31,Norte,3.6137,2.1407
PA,2023,6,26.772414656276585,22.521704,16.3,4.634796,9.459433,30,Norte,3.6204,2.3174
PA,2023,7,26.903588049348883,21.843977,13.8,4.8931966,10.8704815,31,Norte,3.6278,2.4466
PA,2023,8,27.945630118869172,22.726841,15.5,5.172797,11.261503,31,Norte,3.6876,2.5864
PA,2023,9,28.42893399131266,23.399525,19.5,5.3720036,11.129365,30,Norte,3.7156,2.686
PA,2023,10,28.682239338083264,23.77619,18.7,5.3712254,10.738839,31,Norte,3.7303,2.6856
PA,2023,11,28.270340523941776,23.907494,20.4,4.965939,9.8672905,30,Norte,3.7064,2.483
PA,2023,12,27.460521895125623,23.738289,20.3,4.7216263,8.863674,31,Norte,3.6596,2.3608
PA,2024,1,26.77360898677251,23.604067,20.4,4.5911546,7.859327,31,Norte,3.6205,2.2956
PA,2024,2,26.47875968026955,23.530735,20.9,4.4978004,7.3901043,29,Norte,3.6038,2.2489
PA,2024,3,26.59085876785408,23.810148,20.5,4.3588986,7.1495266,31,Norte,3.6101,2.1794
PA,2024,4,26.604558286082057,23.821245,21.2,4.2007804,7.1744246,30,Norte,3.6109,2.1004
PA,2024,5,27.21212684089992,23.652515,18.8,4.514491,8.445161,31,Norte,3.6454,2.2572
PA,2024,6,27.1104565553125,22.582132,17.0,4.8596,9.923066,30,Norte,3.6396,2.4298
PA,2024,7,27.2560400589894,21.899092,14.6,5.2327623,11.284156,31,Norte,3.6479,2.6164
PA,2024,8,27.685208172893,22.192478,13.8,5.4054055,11.767963,31,Norte,3.6725,2.7027
PA,2024,9,28.873390682556533,23.438797,14.6,5.6535406,11.630392,30,Norte,3.7415,2.8268
PA,2024,10,28.408753798057973,23.896862,20.7,5.1617002,10.062484,31,Norte,3.7144,2.5809
PA,2024,11,28.093241164762745,23.97726,20.0,4.923349,9.354135,30,Norte,3.6961,2.4617
PA,2024,12,27.05053452537605,23.682148,20.0,4.3862,8.194825,31,Norte,3.6362,2.1931
PA,2025,1,25.95083900402024,23.043491,20.4,4.1795583,7.4224377,31,Norte,3.574,2.0898
PA,2025,2,25.77550727175317,22.92948,19.9,4.389124,7.381922,28,Norte,3.5642,2.1946
PA,2025,3,26.031570398547736,23.12875,19.9,4.4387193,7.3840623,31,Norte,3.5786,2.2194
PA,2025,4,26.47520972798977,23.334167,20.1,4.530579,7.9554996,30,Norte,3.6036,2.2653
PA,2025,5,26.668595867051824,22.90351,18.1,4.6909037,8.827272,31,Norte,3.6145,2.3455
PA,2025,6,26.5709937569623,22.438637,17.6,4.6814632,9.282576,30,Norte,3.609,2.3407
PA,2025,7,26.782264248230582,21.67522,15.7,5.0080647,10.800587,31,Norte,3.6209,2.504
PA,2025,8,27.636159042254697,22.804749,17.9,5.2471433,10.060831,31,Norte,3.6697,2.6236
PA,2025,9,28.1694690861606,23.408823,0.0,5.255002,10.096071,30,Norte,3.7005,2.6275
PA,2025,10,27.64668980300665,23.302885,19.0,5.155542,9.649863,31,Norte,3.6703,2.5778
PA,2025,11,27.719193289719016,23.67474,20.2,4.8286233,8.957997,30,Norte,3.6745,2.4143
PA,2025,12,26.58004206489903,23.289207,19.3,4.274788,7.8419046,31,Norte,3.6095,2.1374
PB,2021,1,26.83776999803962,22.479702,18.3,5.87311,10.10297,31,Nordeste,3.6241,2.9366
PB,2021,2,26.27999082627452,22.053947,19.2,5.783563,10.003289,28,Nordeste,3.5925,2.8918
PB,2021,3,25.715898689611137,21.834503,18.6,5.703318,9.1099415,31,Nordeste,3.5609,2.8517
PB,2021,4,25.566257617042176,21.999332,17.6,4.776465,8.013333,30,Nordeste,3.5525,2.3882
PB,2021,5,23.86681812392857,20.4097,16.4,4.036279,7.4141793,31,Nordeste,3.4591,2.0181
PB,2021,6,23.641665236382075,19.049166,14.4,3.8773503,9.489166,30,Nordeste,3.4469,1.9387
PB,2021,7,24.810625640752807,20.834044,15.8,3.2822232,7.894326,31,Nordeste,3.5107,1.6411
PB,2021,8,25.1524583688781,20.860655,15.8,3.9042509,8.455737,31,Nordeste,3.5296,1.9521
PB,2021,9,27.04065506714711,22.18372,17.4,4.795111,9.78217,30,Nordeste,3.6356,2.3976
PB,2021,10,27.93324981812508,23.149193,18.8,4.9733696,10.059678,31,Nordeste,3.6868,2.4867
PB,2021,11,28.535226735869838,24.224392,20.4,5.2287273,9.4463415,30,Nordeste,3.7218,2.6144
PB,2021,12,27.65099062217028,23.951021,19.6,4.9304295,8.282041,31,Nordeste,3.6706,2.4652
PB,2022,1,26.44400993634624,22.728456,17.7,5.3205667,8.397561,31,Nordeste,3.6018,2.6603
PB,2022,2,27.06864053996065,22.852678,19.7,6.2300835,9.133928,28,Nordeste,3.6372,3.115
PB,2022,3,26.40363947358972,22.7,17.9,5.307046,8.314113,31,Nordeste,3.5995,2.6535
PB,2022,4,25.96732260572628,22.167501,16.4,4.9966755,8.349167,30,Nordeste,3.575,2.4983
PB,2022,5,25.266018054428827,21.857086,17.1,4.018265,7.5469637,31,Nordeste,3.5359,2.0091
PB,2022,6,23.86220830818136,20.399584,14.6,3.7519257,7.41375,30,Nordeste,3.4588,1.876
PB,2022,7,23.72231411071024,19.781855,13.5,3.9458497,8.058064,31,Nordeste,3.4512,1.9729
PB,2022,8,23.84846785224873,19.170967,13.4,4.75311,9.420161,31,Nordeste,3.4581,2.3766
PB,2022,9,25.30370150502917,20.364584,14.1,5.771283,10.32875,30,Nordeste,3.5379,2.8856
PB,2022,10,26.52881448572305,21.818548,16.1,6.0724387,10.014919,31,Nordeste,3.6066,3.0362
PB,2022,11,26.40846924393548,22.512917,18.6,5.5321107,8.740417,30,Nordeste,3.5998,2.7661
PB,2022,12,26.089908577842383,22.023706,18.0,5.919301,9.0590515,31,Nordeste,3.5818,2.9597
PB,2023,1,26.65193497503156,22.654694,17.1,5.5953813,8.920408,31,Nordeste,3.6136,2.7977
PB,2023,2,26.84768958361496,22.717855,15.6,5.695242,9.15759,28,Nordeste,3.6247,2.8476
PB,2023,3,26.00158261607617,22.255474,18.8,5.686172,8.719343,31,Nordeste,3.5769,2.8431
PB,2023,4,25.76175426045868,22.083704,17.4,5.7179866,8.363334,30,Nordeste,3.5635,2.859
PB,2023,5,25.71067373652208,21.963083,17.6,5.1678243,8.262008,31,Nordeste,3.5606,2.5839
PB,2023,6,24.7441391645429,21.256296,16.6,4.398903,7.625555,30,Nordeste,3.507,2.1995
PB,2023,7,24.676183267287893,20.329857,14.2,5.071687,9.043884,31,Nordeste,3.5033,2.5358
PB,2023,8,25.04714413673057,20.343369,14.6,5.6021905,10.094265,31,Nordeste,3.5237,2.8011
PB,2023,9,25.68617996809516,20.895555,16.1,6.0506516,10.3540745,30,Nordeste,3.5592,3.0253
PB,2023,10,26.4768755001974,21.37211,17.0,6.765331,11.165737,31,Nordeste,3.6036,3.3827
PB,2023,11,26.975384152778265,22.332085,18.4,6.722905,10.4679165,30,Nordeste,3.6319,3.3615
PB,2023,12,27.06004302236364,22.75611,18.6,6.3488903,9.658371,31,Nordeste,3.6367,3.1744
PB,2024,1,27.19756455342796,23.133179,19.9,6.3165526,9.036866,31,Nordeste,3.6446,3.1583
PB,2024,2,27.34557504487944,23.364767,19.4,6.0180116,9.088083,29,Nordeste,3.6531,3.009
PB,2024,3,27.20507409675333,23.64221,20.5,5.6924415,8.132664,31,Nordeste,3.645,2.8462
PB,2024,4,26.58619788686463,23.22069,20.3,5.278934,7.775,30,Nordeste,3.6098,2.6395
PB,2024,5,25.940926048611114,22.259686,17.1,4.924368,8.153754,31,Nordeste,3.5735,2.4622
PB,2024,6,25.039627864588518,21.29256,16.0,4.4500003,8.085124,30,Nordeste,3.5233,2.225
PB,2024,7,24.480525103427077,20.41822,14.6,4.558143,8.337711,31,Nordeste,3.4925,2.2791
PB,2024,8,25.238457516358167,20.212608,14.1,5.486927,10.287826,31,Nordeste,3.5343,2.7435
PB,2024,9,25.80509518298305,20.824583,14.9,6.214824,10.54875,30,Nordeste,3.5659,3.1074
PB,2024,10,27.00248216340036,22.169432,17.9,6.4736958,10.440175,31,Nordeste,3.6335,3.2368
PB,2024,11,27.749035328081963,22.91171,19.0,6.5008755,10.206306,30,Nordeste,3.6762,3.2504
PB,2024,12,27.419096860711367,23.268202,18.3,5.7682095,9.171129,31,Nordeste,3.6573,2.8841
PB,2025,1,26.428467336089028,22.743317,19.1,5.779307,8.693088,31,Nordeste,3.6009,2.8897
PB,2025,2,25.94827381964077,21.850512,17.9,6.1949306,9.097449,28,Nordeste,3.5739,3.0975
PB,2025,3,26.15690364932821,22.315685,17.9,6.0329103,8.953921,31,Nordeste,3.5856,3.0165
PB,2025,4,26.714948285930227,22.354088,17.7,5.9235587,10.086793,30,Nordeste,3.6171,2.9618
PB,2025,5,25.853869102794704,21.294804,16.8,5.1452355,10.013637,31,Nordeste,3.5686,2.5726
PB,2025,6,25.285728952619763,21.3525,18.4,4.7136946,8.855,30,Nordeste,3.5369,2.3568
PB,2025,7,24.72161935990857,20.391935,16.6,4.7975936,9.2798395,31,Nordeste,3.5058,2.3988
PB,2025,8,25.087567645811685,20.520338,16.8,5.4114904,9.906779,31,Nordeste,3.526,2.7057
PB,2025,9,25.61793784450218,20.95,17.7,5.9150486,10.271667,30,Nordeste,3.5554,2.9575
PB,2025,10,26.73485557180034,21.45284,14.4,6.4127192,10.835795,31,Nordeste,3.6183,3.2064
PB,2025,11,28.222288209043693,22.892216,16.5,6.411143,10.750898,30,Nordeste,3.7036,3.2056
PB,2025,12,28.04864422859788,23.312366,19.3,6.179,10.062903,31,Nordeste,3.6935,3.0895
PE,2021,1,27.05224894630978,22.452198,17.5,5.121729,9.168681,31,Nordeste,3.6363,2.5609
PE,2021,2,27.705565735030948,22.763311,18.2,5.5122437,9.775,28,Nordeste,3.6737,2.7561
PE,2021,3,27.205618587260226,22.491413,17.8,5.4100027,9.45097,31,Nordeste,3.6451,2.705
PE,2021,4,26.336787377579743,22.00507,17.8,4.956059,8.724507,30,Nordeste,3.5957,2.478
PE,2021,5,24.700007960768144,20.778736,15.2,4.03767,7.9132185,31,Nordeste,3.5046,2.0188
PE,2021,6,24.368609247535947,19.857386,13.4,4.2170024,8.735795,30,Nordeste,3.4864,2.1085
PE,2021,7,24.128197838139453,19.802,15.7,4.1121564,8.488571,31,Nordeste,3.4733,2.0561
PE,2021,8,24.499002828718982,20.079351,14.5,4.3991637,8.476696,31,Nordeste,3.4936,2.1996
PE,2021,9,27.435041893809345,21.850353,17.0,5.2798605,10.202127,30,Nordeste,3.6582,2.6399
PE,2021,10,29.03659693829248,23.201303,18.2,5.609514,10.193479,31,Nordeste,3.7511,2.8048
PE,2021,11,29.69952602129668,24.570559,19.5,4.9778905,9.09797,30,Nordeste,3.7902,2.4889
PE,2021,12,28.683058933814884,24.131168,19.7,4.6925635,8.162337,31,Nordeste,3.7304,2.3463
PE,2022,1,27.73087237155463,22.997917,19.2,4.9299693,8.426389,31,Nordeste,3.6752,2.465
PE,2022,2,28.75124276260392,23.439007,19.0,4.8900056,9.030497,28,Nordeste,3.7344,2.445
PE,2022,3,27.584623043648797,22.489103,18.1,4.5891466,8.920512,31,Nordeste,3.6668,2.2946
PE,2022,4,27.464247136602445,22.105999,17.5,4.7347264,9.190666,30,Nordeste,3.6599,2.3674
PE,2022,5,26.08415762056102,21.737999,17.3,3.4413872,7.6066666,31,Nordeste,3.5815,1.7207
PE,2022,6,22.756297225156143,19.697248,14.8,3.3512642,6.421101,30,Nordeste,3.3993,1.6756
PE,2022,7,22.098256051316213,18.876852,12.5,3.38597,6.5907407,31,Nordeste,3.3644,1.693
PE,2022,8,22.122013681278016,18.221395,13.3,4.3888383,7.8748837,31,Nordeste,3.3656,2.1944
PE,2022,9,23.611866225060904,18.599333,13.1,6.21502,11.015,30,Nordeste,3.4452,3.1075
PE,2022,10,25.591454140313797,20.329655,15.0,6.433395,11.445862,31,Nordeste,3.554,3.2167
PE,2022,11,25.360781743223768,21.167776,17.6,5.741519,9.6059265,30,Nordeste,3.5411,2.8708
PE,2022,12,25.47861628669804,20.724731,17.0,6.2819,10.442653,31,Nordeste,3.5477,3.141
PE,2023,1,25.86822754760993,21.084948,17.0,6.0824194,10.832258,31,Nordeste,3.5694,3.0412
PE,2023,2,26.347013992659637,21.430952,15.6,5.9749603,11.004762,28,Nordeste,3.5963,2.9875
PE,2023,3,25.82137527680289,21.38835,16.9,5.513847,9.979288,31,Nordeste,3.5668,2.7569
PE,2023,4,25.23720924347285,21.059666,15.8,5.0976653,9.694666,30,Nordeste,3.5343,2.5488
PE,2023,5,24.612624712094718,21.03361,16.4,4.555947,8.409367,31,Nordeste,3.4998,2.278
PE,2023,6,23.04318870217909,19.935778,15.8,3.8876915,7.49824,30,Nordeste,3.4146,1.9438
PE,2023,7,22.856764534194703,18.835484,13.7,4.6355157,9.082992,31,Nordeste,3.4047,2.3178
PE,2023,8,23.925525962940707,19.440176,14.3,5.1698785,10.127859,31,Nordeste,3.4623,2.5849
PE,2023,9,24.75909874753239,19.992424,15.1,5.6186075,10.63303,30,Nordeste,3.5078,2.8093
PE,2023,10,26.375972553460745,20.720236,16.1,6.696469,12.203519,31,Nordeste,3.598,3.3482
PE,2023,11,27.72071399436586,22.363964,16.7,6.5122437,11.337838,30,Nordeste,3.6746,3.2561
PE,2023,12,27.56474485515432,22.800278,17.6,5.844087,10.080886,31,Nordeste,3.6656,2.922
PE,2024,1,27.66507021077455,23.219664,17.6,5.841524,9.765168,31,Nordeste,3.6714,2.9208
PE,2024,2,26.68156460518415,22.679688,18.3,5.507521,9.2025,29,Nordeste,3.6152,2.7538
PE,2024,3,26.64299392010658,22.729519,18.8,5.704651,8.970482,31,Nordeste,3.613,2.8523
PE,2024,4,25.796023752145764,22.253448,18.1,4.965264,8.580173,30,Nordeste,3.5654,2.4826
PE,2024,5,24.61553907584345,21.03136,16.2,4.4601045,8.436094,31,Nordeste,3.4999,2.2301
PE,2024,6,23.2889704884926,19.838688,13.4,4.0641336,8.028852,30,Nordeste,3.4278,2.0321
PE,2024,7,22.783382156309116,19.029781,14.2,4.312426,8.296865,31,Nordeste,3.4007,2.1562
PE,2024,8,23.77031307754769,19.25851,13.7,5.126401,9.746808,31,Nordeste,3.4538,2.5632
PE,2024,9,24.672423804281184,19.69436,12.5,5.712684,10.51015,30,Nordeste,3.5031,2.8563
PE,2024,10,26.220963291651294,20.892307,14.4,6.2005744,11.494332,31,Nordeste,3.5892,3.1003
PE,2024,11,26.968245206929783,21.66626,16.3,6.452653,11.424391,30,Nordeste,3.6315,3.2263
PE,2024,12,27.45284672192078,22.06258,17.0,6.620477,11.665161,31,Nordeste,3.6592,3.3102
PE,2025,1,26.284569939827776,22.152903,18.0,5.68317,9.549677,31,Nordeste,3.5928,2.8416
PE,2025,2,25.91159760891261,21.294285,15.9,6.2654524,10.021786,28,Nordeste,3.5718,3.1327
PE,2025,3,26.59278136379204,21.828526,16.6,6.0827656,10.493114,31,Nordeste,3.6102,3.0414
PE,2025,4,26.46403622661717,21.52902,16.6,5.8575835,10.65979,30,Nordeste,3.6029,2.9288
PE,2025,5,24.75722544211241,20.804577,14.7,4.465295,8.801056,31,Nordeste,3.5077,2.2326
PE,2025,6,23.040487377333235,19.65041,15.3,4.0777874,7.8778687,30,Nordeste,3.4145,2.0389
PE,2025,7,22.148000476996508,18.554031,14.5,4.438224,8.336694,31,Nordeste,3.367,2.2191
PE,2025,8,22.595552964568725,18.543547,12.9,4.957947,9.22379,31,Nordeste,3.3907,2.479
PE,2025,9,23.266795976196672,19.157024,15.2,5.303863,9.373967,30,Nordeste,3.4266,2.6519
PE,2025,10,24.640248551029757,19.742294,16.1,6.331089,11.051971,31,Nordeste,3.5013,3.1655
PE,2025,11,26.53800957529748,21.01111,16.5,6.828895,12.19037,30,Nordeste,3.6071,3.4144
PE,2025,12,26.748088275544173,21.703226,16.9,6.189405,11.281003,31,Nordeste,3.619,3.0947
PI,2021,1,27.55760370455464,22.410118,16.7,4.848821,10.116368,31,Nordeste,3.6652,2.4244
PI,2021,2,26.143893179402923,22.362663,18.6,4.3032665,8.3259735,28,Nordeste,3.5849,2.1516
PI,2021,3,26.22777746232707,22.082176,17.5,4.64232,8.741994,31,Nordeste,3.5896,2.3212
PI,2021,4,27.166174483968096,22.44454,18.2,4.4851637,9.368678,30,Nordeste,3.6428,2.2426
PI,2021,5,27.56170318014591,21.033237,13.2,4.4861774,11.481214,31,Nordeste,3.6654,2.2431
PI,2021,6,27.809101153215813,20.977484,13.7,4.348989,12.100662,30,Nordeste,3.6797,2.1745
PI,2021,7,27.86468630055048,21.003988,14.4,4.6928515,12.125582,31,Nordeste,3.6829,2.3464
PI,2021,8,28.46778079902437,21.28195,12.6,5.573759,12.7870035,31,Nordeste,3.7178,2.7869
PI,2021,9,30.65785808750402,23.318768,15.9,5.74879,13.423058,30,Nordeste,3.8473,2.8744
PI,2021,10,30.24022275955759,23.952,17.8,5.388767,11.975765,31,Nordeste,3.8223,2.6944
PI,2021,11,27.70980963135208,23.124743,19.6,4.575377,9.380413,30,Nordeste,3.674,2.2877
PI,2021,12,27.29389246161618,23.413507,19.8,4.0019026,8.018483,31,Nordeste,3.6501,2.001
PI,2022,1,26.412292047502408,22.384975,19.3,5.2529163,8.27266,31,Nordeste,3.6,2.6265
PI,2022,2,27.395629688166487,22.642328,18.6,4.836589,9.125397,28,Nordeste,3.6559,2.4183
PI,2022,3,26.8137756461428,22.678984,17.4,4.264816,8.267667,31,Nordeste,3.6227,2.1324
PI,2022,4,27.356818603732837,22.369543,16.8,4.407105,9.67665,30,Nordeste,3.6537,2.2036
PI,2022,5,27.499908017479083,21.781094,13.4,4.2038875,10.595025,31,Nordeste,3.6619,2.1019
PI,2022,6,27.00320712412365,20.655025,10.8,4.377612,11.532412,30,Nordeste,3.6335,2.1888
PI,2022,7,27.235626414433277,20.53547,11.2,4.689387,11.980542,31,Nordeste,3.6468,2.3447
PI,2022,8,27.71846924479768,20.242006,11.3,6.0002236,13.923299,31,Nordeste,3.6745,3.0001
PI,2022,9,29.088803130880876,21.426264,13.6,6.384923,14.554864,30,Nordeste,3.7541,3.1925
PI,2022,10,29.814806854763155,23.006592,15.7,6.168391,13.382486,31,Nordeste,3.797,3.0842
PI,2022,11,26.94028370212361,22.551851,18.2,4.9357133,9.438519,30,Nordeste,3.6299,2.4679
PI,2022,12,27.074143790780337,22.580542,17.2,5.138062,9.474235,31,Nordeste,3.6375,2.569
PI,2023,1,26.118636196355357,21.96451,17.7,4.8122406,9.217745,31,Nordeste,3.5835,2.4061
PI,2023,2,26.22835328058733,21.958927,17.6,5.052343,9.450669,28,Nordeste,3.5896,2.5262
PI,2023,3,26.00422189113593,22.17397,18.8,4.8415747,8.760143,31,Nordeste,3.577,2.4208
PI,2023,4,26.256313189817867,21.8893,17.9,5.0216136,9.752105,30,Nordeste,3.5912,2.5108
PI,2023,5,26.50328808077781,21.98523,16.3,4.764889,9.941596,31,Nordeste,3.6051,2.3824
PI,2023,6,26.57879381284984,20.467731,14.1,4.977588,12.444706,30,Nordeste,3.6094,2.4888
PI,2023,7,27.119340825676268,20.069918,11.6,5.591844,14.126282,31,Nordeste,3.6401,2.7959
PI,2023,8,28.42821061963088,21.32242,14.5,5.9240274,14.258064,31,Nordeste,3.7155,2.962
PI,2023,9,29.84368665217097,22.550085,15.0,6.2538004,14.4385395,30,Nordeste,3.7987,3.1269
PI,2023,10,30.994330266002063,23.491852,14.6,6.42298,14.609847,31,Nordeste,3.8676,3.2115
PI,2023,11,29.567600382100537,23.345089,15.0,5.823525,12.745439,30,Nordeste,3.7824,2.9118
PI,2023,12,29.228149435812693,23.572603,16.2,5.353485,11.79863,31,Nordeste,3.7623,2.6767
PI,2024,1,27.32045853624695,23.192474,19.4,5.1698427,9.441577,31,Nordeste,3.6516,2.5849
PI,2024,2,26.70128310891132,22.770443,19.0,5.049581,8.91286,29,Nordeste,3.6164,2.5248
PI,2024,3,26.957286349193534,23.00679,19.2,5.426973,9.305872,31,Nordeste,3.6309,2.7135
PI,2024,4,26.822285275147976,22.966602,19.7,5.034726,8.981553,30,Nordeste,3.6232,2.5174
PI,2024,5,27.19119895929256,21.600183,15.1,5.1790237,11.576384,31,Nordeste,3.6442,2.5895
PI,2024,6,27.01437375334621,20.754074,13.0,5.0243826,12.491852,30,Nordeste,3.6341,2.5122
PI,2024,7,26.837795602998806,19.84711,12.5,5.4206443,13.5268955,31,Nordeste,3.6241,2.7103
PI,2024,8,28.122216925493856,20.57471,12.5,6.1741605,14.5314665,31,Nordeste,3.6978,3.0871
PI,2024,9,29.522745356154225,21.95,14.0,6.7277884,14.568347,30,Nordeste,3.7797,3.3639
PI,2024,10,30.26242009827966,23.541548,16.5,6.3802595,13.416089,31,Nordeste,3.8236,3.1901
PI,2024,11,29.304737988646863,23.605833,18.0,5.9766264,11.845625,30,Nordeste,3.7668,2.9883
PI,2024,12,28.4854799544962,23.047358,18.4,5.7033496,11.55814,31,Nordeste,3.7189,2.8517
PI,2025,1,26.385486637134928,22.665598,18.8,4.689866,8.626283,31,Nordeste,3.5985,2.3449
PI,2025,2,27.34345348037232,22.576502,17.9,5.562824,10.062295,28,Nordeste,3.6529,2.7814
PI,2025,3,27.2124830596672,22.711662,18.1,5.12402,9.847642,31,Nordeste,3.6454,2.562
PI,2025,4,27.66097996082018,22.447435,18.4,5.4441648,10.888975,30,Nordeste,3.6712,2.7221
PI,2025,5,28.11595802929889,22.150867,14.6,5.4048924,11.469727,31,Nordeste,3.6974,2.7024
PI,2025,6,28.526504610103427,22.049591,14.0,5.007491,11.701634,30,Nordeste,3.7212,2.5037
PI,2025,7,28.75663576510224,21.653952,12.2,5.6525497,12.665396,31,Nordeste,3.7347,2.8263
PI,2025,8,29.843282858576263,22.58991,13.8,5.984299,12.66647,31,Nordeste,3.7987,2.9921
PI,2025,9,30.724782543052267,23.735313,14.6,7.0004764,12.531468,30,Nordeste,3.8513,3.5002
PI,2025,10,30.60192431169688,24.321507,17.5,6.4408374,12.12043,31,Nordeste,3.844,3.2204
PI,2025,11,30.410642336242496,24.935793,19.3,5.607765,10.640222,30,Nordeste,3.8325,2.8039
PI,2025,12,28.10621712365661,23.60584,18.1,4.918723,9.449141,31,Nordeste,3.6968,2.4594
PR,2021,1,22.764841242992844,19.697807,10.7,4.3359957,7.075137,31,Sul,3.3998,2.168
PR,2021,2,22.491697464162385,17.274126,5.6,6.025429,11.072028,28,Sul,3.3852,3.0127
PR,2021,3,22.871134610923452,18.218882,6.4,4.655841,10.267366,31,Sul,3.4054,2.3279
PR,2021,4,19.325672520942994,13.929487,-1.5,4.4095225,11.297692,30,Sul,3.2213,2.2048
PR,2021,5,17.073787998381725,11.351365,-3.3,3.455149,11.782134,31,Sul,3.1099,1.7276
PR,2021,6,15.416905587080691,11.135912,-3.9,2.699677,8.914365,30,Sul,3.0307,1.3498
PR,2021,7,14.329355013788453,7.633972,-7.9,3.6791615,13.031507,31,Sul,2.98,1.8396
PR,2021,8,18.48548252335253,12.836388,-1.2,3.7787583,11.231806,31,Sul,3.1792,1.8894
PR,2021,9,21.28741380152154,15.519777,1.3,4.3726015,11.643454,30,Sul,3.3219,2.1863
